时间,容量
2020-01-19:18,536422094.04389393
2020-01-19:20,536445072.89090663
2020-01-19:22,536563896.35525537
2020-01-20:00,537164027.1088966
2020-01-20:02,538276402.5878142
2020-01-20:04,538643924.0600758
2020-01-20:06,539241786.4840405
2020-01-20:08,539551618.3703227
2020-01-20:10,539660299.1914573
2020-01-20:12,539767978.1506554
2020-01-20:14,539817386.5693263
2020-01-20:16,539852492.5570363
2020-01-20:18,539876888.0983229
2020-01-20:20,539899879.3356131
2020-01-20:22,540018853.436462
2020-01-21:00,541126368.2389413
2020-01-21:02,541944273.4381814
2020-01-21:04,542298087.131958
2020-01-21:06,542888029.957508
2020-01-21:08,543145052.0042979
2020-01-21:10,543506736.3559092
2020-01-21:12,543808647.4098794
2020-01-21:14,543913994.6375786
2020-01-21:16,543982086.8406314
2020-01-21:18,544008769.8674399
2020-01-21:20,544032272.6759827
2020-01-21:22,544145420.0197145
2020-01-22:00,545231420.5198815
2020-01-22:02,546268262.7576259
2020-01-22:04,546665326.3742791
2020-01-22:06,547245896.8657495
2020-01-22:08,547524993.7906443
2020-01-22:10,547633416.9615171
2020-01-22:12,547766824.3913523
2020-01-22:14,547864944.5932392
2020-01-22:16,547927012.5070888
2020-01-22:18,547955105.1948767
2020-01-22:20,547980949.3667977
2020-01-22:22,548065468.3424665
2020-01-23:00,548993211.2502856
2020-01-23:02,549630185.2802935
2020-01-23:04,549967860.3153564
2020-01-23:06,550448940.4220521
2020-01-23:08,550636861.3125397
2020-01-23:10,550703392.5206759
2020-01-23:12,550753372.7966979
2020-01-23:14,550837168.5815647
2020-01-23:16,550895886.9670203
2020-01-23:18,550922236.9599186
2020-01-23:20,550946122.7751181
2020-01-23:22,550965393.2100741
2020-01-24:00,550988286.7945299
2020-01-24:02,551016139.6053461
2020-01-24:04,551041380.8768735
2020-01-24:06,551065016.1175182
2020-01-24:08,551088033.8335036
2020-01-24:10,551115386.7874217
2020-01-24:12,551144058.7971827
2020-01-24:14,551216748.4656713
2020-01-24:16,551274312.7089622
2020-01-24:18,551299700.5375658
2020-01-24:20,551322929.1099713
2020-01-24:22,551346953.9852731
2020-01-25:00,551373861.4733456
2020-01-25:02,551825975.5018606
2020-01-25:04,551862518.3976283
2020-01-25:06,551889899.0703095
2020-01-25:08,551916497.9533412
2020-01-25:10,551943527.8739519
2020-01-25:12,551970681.0495938
2020-01-25:14,551996997.3805163
2020-01-25:16,552021285.5124213
2020-01-25:18,552044455.794353
2020-01-25:20,552067085.3365433
2020-01-25:22,552090342.1024113
2020-01-26:00,552116136.3734537
2020-01-26:02,552143785.9050578
2020-01-26:04,552171380.9762579
2020-01-26:06,552198614.5936191
2020-01-26:08,552225786.2864517
2020-01-26:10,552253029.8096697
2020-01-26:12,552311277.8087919
2020-01-26:14,552386841.0925837
2020-01-26:16,552414344.2286557
2020-01-26:18,552438081.2177937
2020-01-26:20,552460772.8360455
2020-01-26:22,552484077.806087
2020-01-27:00,552510322.3173347
2020-01-27:02,552601112.553276
2020-01-27:04,552650430.0656973
2020-01-27:06,552680370.3639934
2020-01-27:08,552708871.5897144
2020-01-27:10,552739176.5166142
2020-01-27:12,552895712.9940645
2020-01-27:14,553055284.0319438
2020-01-27:16,553183751.8926233
2020-01-27:18,553207551.1945231
2020-01-27:20,553229543.1244757
2020-01-27:22,553256621.5801255
2020-01-28:00,553358315.6083723
2020-01-28:02,553391188.9689336
2020-01-28:04,553429134.960849
2020-01-28:06,553518664.1381419
2020-01-28:08,553624409.4168109
2020-01-28:10,553658307.4907497
2020-01-28:12,553689446.9277017
2020-01-28:14,553718886.1588708
2020-01-28:16,553745740.2163918
2020-01-28:18,553769446.8806865
2020-01-28:20,553791949.847838
2020-01-28:22,553813780.3348386
2020-01-29:00,553838486.8406458
2020-01-29:02,553876580.4364256
2020-01-29:04,553973204.9843293
2020-01-29:06,554084295.1726022
2020-01-29:08,554343005.2595911
2020-01-29:10,554444501.5074424
2020-01-29:12,554491718.8148581
2020-01-29:14,554523748.2101022
2020-01-29:16,554549758.1835296
2020-01-29:18,554571751.7217246
2020-01-29:20,554592933.1964098
2020-01-29:22,554614898.292706
2020-01-30:00,554676861.0966136
2020-01-30:02,554833039.1013626
2020-01-30:04,554995219.0345912
2020-01-30:06,555062650.2530265
2020-01-30:08,555130589.8519001
2020-01-30:10,555160551.9540749
2020-01-30:12,555190498.3345125
2020-01-30:14,555220571.1748688
2020-01-30:16,555248249.7272142
2020-01-30:18,555272154.6140072
2020-01-30:20,555293740.7718554
2020-01-30:22,555315719.7235488
2020-01-31:00,555346599.1865715
2020-01-31:02,555727889.1186843
2020-01-31:04,556002597.8502884
2020-01-31:06,556072253.9273715
2020-01-31:08,556142348.4377358
2020-01-31:10,556174372.0678066
2020-01-31:12,556333188.8696148
2020-01-31:14,556375799.5482048
2020-01-31:16,556407681.8694444
2020-01-31:18,556433262.1348661
2020-01-31:20,556456584.3930163
2020-01-31:22,556480790.025408
2020-02-01:00,556509302.7970568
2020-02-01:02,556671509.6279348
2020-02-01:04,556722601.5583594
2020-02-01:06,556816771.009644
2020-02-01:08,556997509.0054114
2020-02-01:10,557037204.4631158
2020-02-01:12,557136010.7324816
2020-02-01:14,557170244.9725497
2020-02-01:16,557197919.7184224
2020-02-01:18,557222137.1558305
2020-02-01:20,557245166.4873818
2020-02-01:22,557266899.9079753
2020-02-02:00,557329839.2197326
2020-02-02:02,557490787.5393343
2020-02-02:04,557693186.7494627
2020-02-02:06,557943430.1734143
2020-02-02:08,558486013.649109
2020-02-02:10,558611994.2928852
2020-02-02:12,558808687.3960036
2020-02-02:14,558858449.2965406
2020-02-02:16,558895334.0621332
2020-02-02:18,558922043.9646226
2020-02-02:20,558946002.9598922
2020-02-02:22,559072359.7396315
2020-02-03:00,559895180.7557256
2020-02-03:02,561304916.3422437
2020-02-03:04,561828338.356237
2020-02-03:06,562374845.1426232
2020-02-03:08,562820037.701507
2020-02-03:10,563054219.1979297
2020-02-03:12,563349745.427529
2020-02-03:14,563496529.1520567
2020-02-03:16,563570644.3948505
2020-02-03:18,563600807.5336474
2020-02-03:20,563626702.7783937
2020-02-03:22,563657478.7288532
2020-02-04:00,564085968.5598661
2020-02-04:02,565420738.9331497
2020-02-04:04,566018088.365291
2020-02-04:06,566697830.0396616
2020-02-04:08,566982313.843881
2020-02-04:10,567135536.4753157
2020-02-04:12,567285619.3107053
2020-02-04:14,567387869.2687758
2020-02-04:16,567459384.9316303
2020-02-04:18,567488858.5355344
2020-02-04:20,567514602.3146098
2020-02-04:22,567639787.3553113
2020-02-05:00,568351452.9700344
2020-02-05:02,569578319.1326518
2020-02-05:04,570227838.9590018
2020-02-05:06,570945772.4777383
2020-02-05:08,571480744.9201392
2020-02-05:10,571641484.5002751
2020-02-05:12,571797044.1081369
2020-02-05:14,571904326.2238334
2020-02-05:16,571976063.9575207
2020-02-05:18,572004469.4846567
2020-02-05:20,572028860.2294416
2020-02-05:22,572154182.6984608
2020-02-06:00,573097437.1021594
2020-02-06:02,574175386.6868843
2020-02-06:04,574930251.7949816
2020-02-06:06,575689868.6852332
2020-02-06:08,576007862.3889017
2020-02-06:10,576170483.0571276
2020-02-06:12,576339306.2662605
2020-02-06:14,576531274.5568787
2020-02-06:16,576615384.9319576
2020-02-06:18,576647365.3619497
2020-02-06:20,576673825.0576386
2020-02-06:22,576796505.2908032
2020-02-07:00,577299855.2525284
2020-02-07:02,578262040.3948113
2020-02-07:04,578861006.3303331
2020-02-07:06,579710796.5651858
2020-02-07:08,579997968.3062503
2020-02-07:10,580087927.5676495
2020-02-07:12,580150709.4719732
2020-02-07:14,580242260.6521226
2020-02-07:16,580308940.7039309
2020-02-07:18,580335955.0555952
2020-02-07:20,580359599.8939468
2020-02-07:22,580384355.3285187
2020-02-08:00,580416925.6585692
2020-02-08:02,580604625.7831109
2020-02-08:04,580779070.0834904
2020-02-08:06,580982803.4573245
2020-02-08:08,581067387.0812371
2020-02-08:10,581199563.4386138
2020-02-08:12,581274556.1026863
2020-02-08:14,581312728.7069312
2020-02-08:16,581345129.0933697
2020-02-08:18,581370850.388273
2020-02-08:20,581393411.3411952
2020-02-08:22,581416403.1232003
2020-02-09:00,581444119.3691696
2020-02-09:02,581627824.6387447
2020-02-09:04,581787634.7664571
2020-02-09:06,582049208.4985981
2020-02-09:08,582184835.6776341
2020-02-09:10,582345863.2601807
2020-02-09:12,582394215.264885
2020-02-09:14,582438259.8656709
2020-02-09:16,582473303.4212265
2020-02-09:18,582499909.223218
2020-02-09:20,582524245.4993839
2020-02-09:22,582651886.2049893
2020-02-10:00,583186326.5452435
2020-02-10:02,584267181.8759826
2020-02-10:04,584827155.2650943
2020-02-10:06,585537184.9277383
2020-02-10:08,585962181.7395965
2020-02-10:10,586429360.6206104
2020-02-10:12,586760201.7448112
2020-02-10:14,586871241.6268606
2020-02-10:16,586946990.4846437
2020-02-10:18,586977618.1561586
2020-02-10:20,587004530.3742332
2020-02-10:22,587148155.9532574
2020-02-11:00,588272379.2671528
2020-02-11:02,589552296.9598273
2020-02-11:04,590069453.0007467
2020-02-11:06,590667837.7946807
2020-02-11:08,590892348.3594599
2020-02-11:10,591086933.1206893
2020-02-11:12,591281416.5772794
2020-02-11:14,591415645.4346308
2020-02-11:16,591461495.0269133
2020-02-11:18,591491525.972183
2020-02-11:20,591518145.9694576
2020-02-11:22,591567124.7065184
2020-02-12:00,592409926.3859218
2020-02-12:02,593611841.4678724
2020-02-12:04,594247236.3960432
2020-02-12:06,594943276.941981
2020-02-12:08,595475827.6160116
2020-02-12:10,595805368.6401597
2020-02-12:12,595961874.320689
2020-02-12:14,596023110.0002753
2020-02-12:16,596064504.1968293
2020-02-12:18,596094175.2809485
2020-02-12:20,596120819.2191561
2020-02-12:22,596260875.1799009
2020-02-13:00,597426567.783779
2020-02-13:02,598633005.2769
2020-02-13:04,599231932.8102069
2020-02-13:06,599800840.7942742
2020-02-13:08,600169569.0606787
2020-02-13:10,600412046.8548348
2020-02-13:12,600658628.083019
2020-02-13:14,600727005.2246068
2020-02-13:16,600771965.4734013
2020-02-13:18,600802031.8863338
2020-02-13:20,600828659.6539046
2020-02-13:22,600966406.5221303
2020-02-14:00,601894575.98712
2020-02-14:02,602782649.7469336
2020-02-14:04,603367224.9744496
2020-02-14:06,604016261.6574688
2020-02-14:08,604383179.0634041
2020-02-14:10,604475171.4085691
2020-02-14:12,604594463.9214357
2020-02-14:14,604751633.7319447
2020-02-14:16,604792610.5471699
2020-02-14:18,604820559.59147
2020-02-14:20,604845050.2782103
2020-02-14:22,604870791.1170826
2020-02-15:00,604903114.6178725
2020-02-15:02,605095393.669883
2020-02-15:04,605288333.4534854
2020-02-15:06,605458866.8493843
2020-02-15:08,605633021.6654923
2020-02-15:10,605779072.0807781
2020-02-15:12,605919858.6747509
2020-02-15:14,605962540.0600102
2020-02-15:16,605997199.9992137
2020-02-15:18,606024364.8152647
2020-02-15:20,606049410.8993976
2020-02-15:22,606074229.4900032
2020-02-16:00,606123190.6876832
2020-02-16:02,606298613.9017949
2020-02-16:04,606566571.0895305
2020-02-16:06,606684465.9301231
2020-02-16:08,606885766.0806472
2020-02-16:10,607133396.1224978
2020-02-16:12,607496368.8065387
2020-02-16:14,607563696.62517
2020-02-16:16,607607081.2098666
2020-02-16:18,607634339.5317345
2020-02-16:20,607658181.1391512
2020-02-16:22,607687280.2093655
2020-02-17:00,608115549.8240957
2020-02-17:02,609358542.9318098
2020-02-17:04,609963915.4738692
2020-02-17:06,610759568.8509973
2020-02-17:08,611318941.4701703
2020-02-17:10,611575945.7607597
2020-02-17:12,611739310.8977808
2020-02-17:14,611808008.403905
2020-02-17:16,611852853.6073347
2020-02-17:18,611882436.2795963
2020-02-17:20,611907713.5768976
2020-02-17:22,612033086.5561963
2020-02-18:00,612998332.7621747
2020-02-18:02,613869472.6527332
2020-02-18:04,614315229.9592879
2020-02-18:06,614994641.0527136
2020-02-18:08,615296131.2173574
2020-02-18:10,615497379.0557338
2020-02-18:12,615707962.1657811
2020-02-18:14,615775405.2026379
2020-02-18:16,615820065.8185878
2020-02-18:18,615849260.80538
2020-02-18:20,615875344.361928
2020-02-18:22,615904302.1191797
2020-02-19:00,616358439.2398198
2020-02-19:02,617482866.1622118
2020-02-19:04,617989370.4631468
2020-02-19:06,618727256.601434
2020-02-19:08,619044548.9328307
2020-02-19:10,619202445.7683918
2020-02-19:12,619443932.1216372
2020-02-19:14,619616217.7400731
2020-02-19:16,619664748.1014447
2020-02-19:18,619695278.2397084
2020-02-19:20,619721908.5024593
2020-02-19:22,619929236.351824
2020-02-20:00,620839042.7611848
2020-02-20:02,621869619.3591257
2020-02-20:04,622527617.8830035
2020-02-20:06,623525676.6318941
2020-02-20:08,624013629.3248084
2020-02-20:10,624153810.1873788
2020-02-20:12,624713410.9399422
2020-02-20:14,624919738.2789941
2020-02-20:16,624972849.2429553
2020-02-20:18,625004643.6136619
2020-02-20:20,625032013.328022
2020-02-20:22,625166411.187418
2020-02-21:00,626150996.0027068
2020-02-21:02,627309408.95461
2020-02-21:04,627988994.5642116
2020-02-21:06,628825849.9509629
2020-02-21:08,629274316.1446222
2020-02-21:10,630437839.4294086
2020-02-21:12,631735697.9485952
2020-02-21:14,632977583.774254
2020-02-21:16,633566072.9901987
2020-02-21:18,629807417.7510633
2020-02-21:20,629807417.7510633
2020-02-21:22,629807417.7510633
2020-02-22:00,650092671.3475393
2020-02-22:02,650092671.3475393
2020-02-22:04,650092671.3475393
2020-02-22:06,650092671.3475393
2020-02-22:08,650092671.3475393
2020-02-22:10,650092671.3475393
2020-02-22:12,650092671.3475393
2020-02-22:14,648475046.9370067
2020-02-22:16,648782893.8793372
2020-02-22:18,649860294.4931395
2020-02-22:20,651067511.9014692
2020-02-22:22,652277609.5267438
2020-02-23:00,653447222.5984473
2020-02-23:02,653909333.0161897
2020-02-23:04,654127072.2238827
2020-02-23:06,654460911.5484022
2020-02-23:08,654644420.0020572
2020-02-23:10,654843456.9661164
2020-02-23:12,655179025.1177263
2020-02-23:14,655304182.1107571
2020-02-23:16,655342141.1828095
2020-02-23:18,655363311.5603774
2020-02-23:20,655380639.4678851
2020-02-23:22,655501009.7136098
2020-02-24:00,656094598.7858359
2020-02-24:02,657171051.5585169
2020-02-24:04,657789337.4485196
2020-02-24:06,658816865.0284985
2020-02-24:08,659329278.401782
2020-02-24:10,659479822.1611768
2020-02-24:12,659737187.0545335
2020-02-24:14,659973251.511989
2020-02-24:16,660138278.3735716
2020-02-24:18,660324748.3063939
2020-02-24:20,660343883.4354951
2020-02-24:22,660469092.9933183
2020-02-25:00,661538831.1185883
2020-02-25:02,662541240.7895571
2020-02-25:04,663204423.4725497
2020-02-25:06,664146457.3124343
2020-02-25:08,664470105.8464494
2020-02-25:10,664701496.7771753
2020-02-25:12,664984975.4551625
2020-02-25:14,665109170.1312631
2020-02-25:16,665270741.5774107
2020-02-25:18,665456398.5320755
2020-02-25:20,665475692.3782102
2020-02-25:22,665554605.6681733
2020-02-26:00,666369350.4494755
2020-02-26:02,668052460.2564862
2020-02-26:04,669056338.3449687
2020-02-26:06,670420270.7063942
2020-02-26:08,670860949.3949555
2020-02-26:10,670972006.7592112
2020-02-26:12,671138240.2827697
2020-02-26:14,671249104.2049791
2020-02-26:16,671441516.9257343
2020-02-26:18,671627692.3544946
2020-02-26:20,671647638.4672171
2020-02-26:22,671675194.2903304
2020-02-27:00,672169756.3968555
2020-02-27:02,673604182.3112812
2020-02-27:04,674362530.0385876
2020-02-27:06,675429511.0683832
2020-02-27:08,675941878.3225628
2020-02-27:10,676091758.13826
2020-02-27:12,676258277.3839098
2020-02-27:14,676382093.8340807
2020-02-27:16,676643613.5544813
2020-02-27:18,676831915.385181
2020-02-27:20,676853056.9697325
2020-02-27:22,676963949.5802315
2020-02-28:00,677578184.4092503
2020-02-28:02,678771238.9396096
2020-02-28:04,679489947.0106528
2020-02-28:06,680569903.2413652
2020-02-28:08,681587503.7352728
2020-02-28:10,681802527.126009
2020-02-28:12,681968539.0782888
2020-02-28:14,682158425.6260617
2020-02-28:16,682352378.9103383
2020-02-28:18,682539736.111622
2020-02-28:20,682559507.2254063
2020-02-28:22,682582596.5366695
2020-02-29:00,682639841.6947197
2020-02-29:02,682886317.9285902
2020-02-29:04,683196051.2126176
2020-02-29:06,683396302.9689728
2020-02-29:08,683603222.5643344
2020-02-29:10,683709751.0250267
2020-02-29:12,683796833.5716456
2020-02-29:14,683832438.7841718
2020-02-29:16,683977110.8118843
2020-02-29:18,684159169.096292
2020-02-29:20,684176178.6828222
2020-02-29:22,684194783.2260518
2020-03-01:00,684268975.4783152
2020-03-01:02,684510964.2805072
2020-03-01:04,684593279.6628015
2020-03-01:06,684793225.796855
2020-03-01:08,684890866.6753931
2020-03-01:10,685111511.0728768
2020-03-01:12,685336282.0889803
2020-03-01:14,685386590.9345517
2020-03-01:16,685536560.0564463
2020-03-01:18,685719674.6789963
2020-03-01:20,685736932.6422304
2020-03-01:22,685854649.863011
2020-03-02:00,686467958.9162606
2020-03-02:02,687837213.8172822
2020-03-02:04,688560006.6886138
2020-03-02:06,689556851.3026469
2020-03-02:08,690093093.9685402
2020-03-02:10,690533687.7096437
2020-03-02:12,691124951.1552805
2020-03-02:14,691296285.3044549
2020-03-02:16,691493321.4459387
2020-03-02:18,691681246.8562241
2020-03-02:20,691701368.0262581
2020-03-02:22,691830299.5360595
2020-03-03:00,692649787.4558831
2020-03-03:02,694332151.615016
2020-03-03:04,695180323.6981267
2020-03-03:06,695998276.9977201
2020-03-03:08,697025969.041208
2020-03-03:10,697611254.3027908
2020-03-03:12,697898836.7609671
2020-03-03:14,698063629.0133518
2020-03-03:16,698322251.4370676
2020-03-03:18,698511531.417479
2020-03-03:20,698532697.3505374
2020-03-03:22,698589922.9634109
2020-03-04:00,699506681.9464619
2020-03-04:02,701122426.055254
2020-03-04:04,701990202.6285379
2020-03-04:06,702895231.4436848
2020-03-04:08,703376566.9815514
2020-03-04:10,703624713.4488075
2020-03-04:12,703887805.0981786
2020-03-04:14,704031520.0876571
2020-03-04:16,704236190.2188027
2020-03-04:18,704427812.9453355
2020-03-04:20,704450498.8266772
2020-03-04:22,704612390.5689585
2020-03-05:00,705886256.0726857
2020-03-05:02,707767327.9041406
2020-03-05:04,708785449.570008
2020-03-05:06,710186182.4804637
2020-03-05:08,710725549.1426625
2020-03-05:10,711054350.6155921
2020-03-05:12,711285241.5018739
2020-03-05:14,711432037.0059098
2020-03-05:16,711637418.5034591
2020-03-05:18,711829088.5616487
2020-03-05:20,711851919.696436
2020-03-05:22,712006431.8416951
2020-03-06:00,713153934.4622964
2020-03-06:02,714656815.3749347
2020-03-06:04,715521436.076546
2020-03-06:06,716598078.2221174
2020-03-06:08,717060223.1888496
2020-03-06:10,717523912.3454794
2020-03-06:12,717796148.5674531
2020-03-06:14,718017252.4615171
2020-03-06:16,718226906.1467763
2020-03-06:18,718418736.399253
2020-03-06:20,718441179.0316824
2020-03-06:22,718468223.5576798
2020-03-07:00,718580621.4894521
2020-03-07:02,718906173.89679
2020-03-07:04,719128583.8098402
2020-03-07:06,719190393.1191298
2020-03-07:08,719327883.2823372
2020-03-07:10,719372026.7201259
2020-03-07:12,719513410.4504582
2020-03-07:14,719560953.3979164
2020-03-07:16,719710280.5351678
2020-03-07:18,719895890.1026992
2020-03-07:20,719914750.0178982
2020-03-07:22,719936047.117085
2020-03-08:00,719977089.1060141
2020-03-08:02,720138329.9202436
2020-03-08:04,720247197.8218683
2020-03-08:06,720287035.0144918
2020-03-08:08,720324884.6727989
2020-03-08:10,720499517.9739256
2020-03-08:12,720906710.949463
2020-03-08:14,721094225.4785247
2020-03-08:16,721260527.324201
2020-03-08:18,721449288.3389808
2020-03-08:20,721469072.8452957
2020-03-08:22,721595664.5707108
2020-03-09:00,722278666.6132076
2020-03-09:02,723987423.5470258
2020-03-09:04,724880013.1660509
2020-03-09:06,725997242.0822463
2020-03-09:08,726523609.5963702
2020-03-09:10,726804630.1166536
2020-03-09:12,727134946.9656713
2020-03-09:14,727420100.0192478
2020-03-09:16,727611547.2137842
2020-03-09:18,727806836.6041794
2020-03-09:20,727830296.88484
2020-03-09:22,727977358.4131567
2020-03-10:00,729176344.5893317
2020-03-10:02,730880732.8382993
2020-03-10:04,731765016.317178
2020-03-10:06,732866744.4510353
2020-03-10:08,733508863.1158285
2020-03-10:10,733708084.7535505
2020-03-10:12,733976694.2909331
2020-03-10:14,734152004.4463055
2020-03-10:16,734327875.6929504
2020-03-10:18,734521449.5957677
2020-03-10:20,734544526.9602071
2020-03-10:22,734693383.3845104
2020-03-11:00,735967262.0781449
2020-03-11:02,737799047.6483487
2020-03-11:04,738710277.8281577
2020-03-11:06,739936160.8818393
2020-03-11:08,740475156.741352
2020-03-11:10,740846462.009159
2020-03-11:12,741280207.7180294
2020-03-11:14,741690505.4063548
2020-03-11:16,741886955.4531312
2020-03-11:18,742082642.5789309
2020-03-11:20,742106343.1853251
2020-03-11:22,742243852.5956851
2020-03-12:00,742986340.5192871
2020-03-12:02,744445061.8627228
2020-03-12:04,745267087.0915358
2020-03-12:06,746206333.4232048
2020-03-12:08,747164376.5656053
2020-03-12:10,747585605.957482
2020-03-12:12,747892053.3299661
2020-03-12:14,748282932.0911822
2020-03-12:16,748484374.3106391
2020-03-12:18,748681886.0531969
2020-03-12:20,748706036.8714362
2020-03-12:22,748842192.0340661
2020-03-13:00,750046735.1967899
2020-03-13:02,751711274.9974053
2020-03-13:04,785606890.9841906
2020-03-13:06,786094371.1286242
2020-03-13:08,786554531.2317863
2020-03-13:10,787001245.8461465
2020-03-13:12,787445114.6353308
2020-03-13:14,787888927.9569869
2020-03-13:16,788328434.3637451
2020-03-13:18,788764712.8834119
2020-03-13:20,789200555.861589
2020-03-13:22,789637517.4361975
2020-03-14:00,790076844.7322539
2020-03-14:02,790517200.6109713
2020-03-14:04,790956788.0956826
2020-03-14:06,791395766.0464027
2020-03-14:08,791833949.724959
2020-03-14:10,792271678.6715125
2020-03-14:12,792709560.0093089
2020-03-14:14,793147241.0986105
2020-03-14:16,793583810.0028688
2020-03-14:18,794019203.8068197
2020-03-14:20,794454423.6815019
2020-03-14:22,794890130.6141957
2020-03-15:00,795327569.9132313
2020-03-15:02,795766418.0662353
2020-03-15:04,796204727.1323353
2020-03-15:06,796642716.9005265
2020-03-15:08,797080512.1057488
2020-03-15:10,797518783.51644
2020-03-15:12,797957833.9007857
2020-03-15:14,798397109.3113159
2020-03-15:16,798834312.0351645
2020-03-15:18,799269840.3524196
2020-03-15:20,799705148.4210638
2020-03-15:22,800141489.1985383
2020-03-16:00,800592615.3126208
2020-03-16:02,801091759.3558557
2020-03-16:04,801564835.4900849
2020-03-16:06,802051507.6233193
2020-03-16:08,802512366.2374897
2020-03-16:10,802957567.4782977
2020-03-16:12,803400942.9711522
2020-03-16:14,803846762.8963022
2020-03-16:16,804287163.7337915
2020-03-16:18,804723619.3710754
2020-03-16:20,805159851.6425117
2020-03-16:22,805597931.532969
2020-03-17:00,806051061.4156961
2020-03-17:02,806550525.0000088
2020-03-17:04,807023836.27836
2020-03-17:06,807505802.3169602
2020-03-17:08,807964308.8656335
2020-03-17:10,808409601.2199647
2020-03-17:12,808853489.0246322
2020-03-17:14,809297786.197662
2020-03-17:16,809737784.9907652
2020-03-17:18,810174188.2933422
2020-03-17:20,810610264.5273815
2020-03-17:22,811048091.7285839
2020-03-18:00,811500183.8836457
2020-03-18:02,811995990.0967928
2020-03-18:04,812468408.2812407
2020-03-18:06,812952222.5927067
2020-03-18:08,813411592.1606784
2020-03-18:10,813857542.4848634
2020-03-18:12,814301353.5185071
2020-03-18:14,814745629.9283942
2020-03-18:16,815185738.3525637
2020-03-18:18,815622382.8728316
2020-03-18:20,816058509.0333903
2020-03-18:22,816496435.8068428
2020-03-19:00,816948606.7036028
2020-03-19:02,817443407.292773
2020-03-19:04,817915812.4645455
2020-03-19:06,818399914.5560697
2020-03-19:08,818859203.1509125
2020-03-19:10,819304783.0956535
2020-03-19:12,819748869.8886107
2020-03-19:14,820193367.6403682
2020-03-19:16,820633714.7044071
2020-03-19:18,821070233.8216335
2020-03-19:20,821506373.3363882
2020-03-19:22,821944414.8176348
2020-03-20:00,822396144.8648751
2020-03-20:02,822889894.1158731
2020-03-20:04,823360298.556666
2020-03-20:06,823841158.2353834
2020-03-20:08,824299826.6150364
2020-03-20:10,824744540.9770865
2020-03-20:12,825186390.3875289
2020-03-20:14,825628328.5234832
2020-03-20:16,826067096.7414397
2020-03-20:18,826503230.9509468
2020-03-20:20,826939029.1798534
2020-03-20:22,827375914.0751796
2020-03-21:00,827814474.7894666
2020-03-21:02,810414268.0086961
2020-03-21:04,810576299.5666798
2020-03-21:06,810731269.3096569
2020-03-21:08,810916290.0076648
2020-03-21:10,811010771.9768082
2020-03-21:12,811249438.6546682
2020-03-21:14,811349039.4732702
2020-03-21:16,811383724.1346173
2020-03-21:18,811406021.6476809
2020-03-21:20,811425297.3410375
2020-03-21:22,811448236.0816983
2020-03-22:00,811519471.023939
2020-03-22:02,811832008.6085303
2020-03-22:04,812038912.4455057
2020-03-22:06,812165282.450799
2020-03-22:08,812302186.8150816
2020-03-22:10,812658769.1905267
2020-03-22:12,813137479.5935403
2020-03-22:14,813287674.9697852
2020-03-22:16,813333988.4693136
2020-03-22:18,813357929.9273328
2020-03-22:20,813377902.0558963
2020-03-22:22,813545452.4888713
2020-03-23:00,814613515.6165048
2020-03-23:02,816620859.5502487
2020-03-23:04,817696872.3576257
2020-03-23:06,819290859.3031577
2020-03-23:08,820138812.7983421
2020-03-23:10,766103596.9642947
2020-03-23:12,744138372.04451
2020-03-23:14,744522714.0420071
2020-03-23:16,744600104.0840539
2020-03-23:18,744633124.6666139
2020-03-23:20,744658111.8388232
2020-03-23:22,744837209.2458612
2020-03-24:00,745931795.9446702
2020-03-24:02,747869001.9149896
2020-03-24:04,748773770.6577308
2020-03-24:06,750414593.0663128
2020-03-24:08,751796287.3009697
2020-03-24:10,752400542.4823638
2020-03-24:12,753150215.659696
2020-03-24:14,753637296.8385223
2020-03-24:16,753756844.3438157
2020-03-24:18,753791240.5348531
2020-03-24:20,753817493.2777518
2020-03-24:22,754004138.1774218
2020-03-25:00,755279275.16249
2020-03-25:02,757976811.1520832
2020-03-25:04,759420490.6394914
2020-03-25:06,760867750.7569574
2020-03-25:08,761818653.8339622
2020-03-25:10,762383744.9190514
2020-03-25:12,763128323.289963
2020-03-25:14,763662108.9926229
2020-03-25:16,763830447.9360586
2020-03-25:18,763899383.9792582
2020-03-25:20,763926459.638391
2020-03-25:22,764108052.2878944
2020-03-26:00,765404284.742597
2020-03-26:02,768039174.8814068
2020-03-26:04,769362891.7235984
2020-03-26:06,770501477.1200994
2020-03-26:08,771426341.3381423
2020-03-26:10,772284329.4303068
2020-03-26:12,773199371.507547
2020-03-26:14,773750966.9407885
2020-03-26:16,773974336.9056997
2020-03-26:18,774062279.2886926
2020-03-26:20,774092531.0101418
2020-03-26:22,774281871.4281039
2020-03-27:00,775672366.0512841
2020-03-27:02,778357263.4610715
2020-03-27:04,779329000.7208596
2020-03-27:06,780442280.2773457
2020-03-27:08,780960993.6274114
2020-03-27:10,781299098.8235586
2020-03-27:12,781606459.3161818
2020-03-27:14,781783209.1560668
2020-03-27:16,781836829.0262713
2020-03-27:18,781864350.4629978
2020-03-27:20,781887151.5917193
2020-03-27:22,781916052.7030097
2020-03-28:00,781997779.2157531
2020-03-28:02,782448258.324135
2020-03-28:04,782684049.7721957
2020-03-28:06,782980833.9658282
2020-03-28:08,783161924.840409
2020-03-28:10,783295513.5309356
2020-03-28:12,783506551.2578223
2020-03-28:14,783552444.3544158
2020-03-28:16,783585394.1331369
