时间,容量
2020-03-28:18,783606971.4623692
2020-03-28:20,783626224.7504848
2020-03-28:22,783649060.5282378
2020-03-29:00,783742772.6925696
2020-03-29:02,783886905.7160113
2020-03-29:04,784015908.8843683
2020-03-29:06,784066300.6636006
2020-03-29:08,784345879.4765724
2020-03-29:10,784570986.6538258
2020-03-29:12,784780882.0130763
2020-03-29:14,784876492.7680948
2020-03-29:16,784914449.936347
2020-03-29:18,784936852.062133
2020-03-29:20,784956453.0878537
2020-03-29:22,784986547.7956951
2020-03-30:00,785598187.6890459
2020-03-30:02,787862537.4733229
2020-03-30:04,789075556.9535635
2020-03-30:06,790559858.339793
2020-03-30:08,791997793.6086347
2020-03-30:10,792730743.4928062
2020-03-30:12,793433126.5313362
2020-03-30:14,793900746.2656187
2020-03-30:16,794058091.2358358
2020-03-30:18,794123166.8067081
2020-03-30:20,794148036.6778959
2020-03-30:22,794326144.7733228
2020-03-31:00,795679831.2053857
2020-03-31:02,798556963.8160375
2020-03-31:04,799826382.1816695
2020-03-31:06,801125956.3075078
2020-03-31:08,802616098.3399241
2020-03-31:10,803128619.0176102
2020-03-31:12,803900834.4496198
2020-03-31:14,804366658.9829924
2020-03-31:16,804522497.3855085
2020-03-31:18,804584733.2675443
2020-03-31:20,804610550.3576133
2020-03-31:22,804802799.142078
2020-04-01:00,806684145.3439858
2020-04-01:02,809607865.2153562
2020-04-01:04,810818553.4992924
2020-04-01:06,812426923.2466066
2020-04-01:08,813363050.4916795
2020-04-01:10,814283537.2220912
2020-04-01:12,815086218.9847232
2020-04-01:14,815588985.6759597
2020-04-01:16,815759221.9087558
2020-04-01:18,815806453.2047433
2020-04-01:20,815831673.4263762
2020-04-01:22,816009875.1329622
2020-04-02:00,817537399.9793763
2020-04-02:02,820890705.441342
2020-04-02:04,822042888.2122384
2020-04-02:06,824004210.8827959
2020-04-02:08,825149254.0499477
2020-04-02:10,825651564.624895
2020-04-02:12,826308361.9739912
2020-04-02:14,826839534.2799664
2020-04-02:16,827027120.608189
2020-04-02:18,827069748.5408938
2020-04-02:20,827095741.003302
2020-04-02:22,827264000.2527014
2020-04-03:00,828929351.2783022
2020-04-03:02,830921087.4452702
2020-04-03:04,832119290.600708
2020-04-03:06,834247406.7748191
2020-04-03:08,835174345.7410643
2020-04-03:10,835778010.4483753
2020-04-03:12,836278872.3030138
2020-04-03:14,836573976.8894918
2020-04-03:16,836661386.0004195
2020-04-03:18,836690170.3011918
2020-04-03:20,836713393.769536
2020-04-03:22,836743878.0664309
2020-04-04:00,836843442.0383648
2020-04-04:02,837223602.4931736
2020-04-04:04,837286855.6292052
2020-04-04:06,837359759.0401205
2020-04-04:08,837635462.2464753
2020-04-04:10,837688483.1430818
2020-04-04:12,837750931.9640722
2020-04-04:14,838036956.3873291
2020-04-04:16,838078861.8913393
2020-04-04:18,838101141.1508516
2020-04-04:20,838120925.3590407
2020-04-04:22,838144540.4074727
2020-04-05:00,838186890.5581622
2020-04-05:02,838375521.0034722
2020-04-05:04,838514227.1695364
2020-04-05:06,838607241.9484541
2020-04-05:08,838718743.2721567
2020-04-05:10,838839964.3090932
2020-04-05:12,838927280.5777519
2020-04-05:14,838965340.7109405
2020-04-05:16,838994062.8258388
2020-04-05:18,839014574.9021753
2020-04-05:20,839033379.9988859
2020-04-05:22,839056022.7134322
2020-04-06:00,839099474.614231
2020-04-06:02,839364001.2809483
2020-04-06:04,839578888.4907362
2020-04-06:06,839901407.4429246
2020-04-06:08,840143892.8043108
2020-04-06:10,840354587.0345389
2020-04-06:12,840498277.1327829
2020-04-06:14,840647473.1150026
2020-04-06:16,840690257.8704008
2020-04-06:18,840714423.7726282
2020-04-06:20,840735565.4392165
2020-04-06:22,840960771.8368789
2020-04-07:00,842652769.3529565
2020-04-07:02,844997517.2662076
2020-04-07:04,846146857.7627615
2020-04-07:06,847562589.1606787
2020-04-07:08,848806464.3141509
2020-04-07:10,849292130.6693661
2020-04-07:12,849869052.2665355
2020-04-07:14,850129048.9296253
2020-04-07:16,850196522.9128673
2020-04-07:18,850225232.8226942
2020-04-07:20,850249139.0073769
2020-04-07:22,850490350.7743673
2020-04-08:00,852460307.9689858
2020-04-08:02,855602726.8137183
2020-04-08:04,857073059.0002098
2020-04-08:06,858685041.9284066
2020-04-08:08,860021159.451428
2020-04-08:10,860513187.8973137
2020-04-08:12,861055637.019143
2020-04-08:14,861262728.819811
2020-04-08:16,861343868.4552673
2020-04-08:18,861372314.5010222
2020-04-08:20,861396175.0561322
2020-04-08:22,861612418.2421727
2020-04-09:00,863651514.8493186
2020-04-09:02,866674699.2711611
2020-04-09:04,867767566.9435402
2020-04-09:06,869514956.3302541
2020-04-09:08,870677428.4390327
2020-04-09:10,871282103.2067082
2020-04-09:12,872153398.1824287
2020-04-09:14,872661824.1810665
2020-04-09:16,872825616.0019131
2020-04-09:18,872888648.9870411
2020-04-09:20,872915046.7531843
2020-04-09:22,873137485.6919023
2020-04-10:00,875693364.1759303
2020-04-10:02,878751852.3216068
2020-04-10:04,880105607.6096961
2020-04-10:06,881503480.2374082
2020-04-10:08,882223305.1155398
2020-04-10:10,882752558.0310796
2020-04-10:12,883326557.3581629
2020-04-10:14,883742067.1484275
2020-04-10:16,883852075.4277252
2020-04-10:18,883880932.6301098
2020-04-10:20,883903222.463666
2020-04-10:22,883932763.0476385
2020-04-11:00,883976122.4191176
2020-04-11:02,884397257.13391
2020-04-11:04,884606877.3505633
2020-04-11:06,884756952.129665
2020-04-11:08,884942922.1735588
2020-04-11:10,885013023.1531059
2020-04-11:12,885057291.0486773
2020-04-11:14,885096696.3441961
2020-04-11:16,885126081.2108488
2020-04-11:18,885146903.956866
2020-04-11:20,885165967.6911031
2020-04-11:22,885189028.9996963
2020-04-12:00,885263164.2988863
2020-04-12:02,885660981.2390332
2020-04-12:04,885907132.85608
2020-04-12:06,886244846.3526205
2020-04-12:08,886430722.4225624
2020-04-12:10,886727086.3379849
2020-04-12:12,886955313.3866744
2020-04-12:14,887012229.316352
2020-04-12:16,887049604.8521613
2020-04-12:18,887071721.0902524
2020-04-12:20,887091373.7652518
2020-04-12:22,887170781.4565057
2020-04-13:00,888647069.296332
2020-04-13:02,891579744.5559881
2020-04-13:04,892761330.4302012
2020-04-13:06,894025971.5249604
2020-04-13:08,894816209.0741869
2020-04-13:10,895636722.9569707
2020-04-13:12,896272559.2146488
2020-04-13:14,896806852.9624345
2020-04-13:16,896962851.1049789
2020-04-13:18,897036195.5699552
2020-04-13:20,897061312.6754328
2020-04-13:22,897281669.8632928
2020-04-14:00,898982216.6071672
2020-04-14:02,901124704.4767561
2020-04-14:04,902243667.9656576
2020-04-14:06,903827405.5843292
2020-04-14:08,1082507302.1147733
2020-04-14:10,1083290374.425459
2020-04-14:12,1083919618.624108
2020-04-14:14,1084486965.175574
2020-04-14:16,1084679175.733448
2020-04-14:18,1084743605.5954382
2020-04-14:20,1084773892.7408128
2020-04-14:22,1085023343.6557736
2020-04-15:00,1087472970.6408057
2020-04-15:02,1091338931.8691
2020-04-15:04,1092947934.3041923
2020-04-15:06,1094999399.1509175
2020-04-15:08,1095890801.6181195
2020-04-15:10,1096643164.7977316
2020-04-15:12,1097413826.115291
2020-04-15:14,1097841167.6904562
2020-04-15:16,1098000785.220974
2020-04-15:18,1098044172.1700306
2020-04-15:20,1098071410.1165516
2020-04-15:22,1098311998.4336216
2020-04-16:00,1100640229.9799721
2020-04-16:02,1104269958.3743124
2020-04-16:04,1105837857.6953108
2020-04-16:06,1107841625.3739042
2020-04-16:08,1108924685.0532877
2020-04-16:10,1109689673.306307
2020-04-16:12,1110544421.4162588
2020-04-16:14,1110898986.2044213
2020-04-16:16,1111066568.340825
2020-04-16:18,1111116613.7325814
2020-04-16:20,1111142770.9170613
2020-04-16:22,1111385901.1904423
2020-04-17:00,1113455873.8202844
2020-04-17:02,1117315502.6066642
2020-04-17:04,1098664475.6754127
2020-04-17:06,1100591119.2490988
2020-04-17:08,1036273528.2127928
2020-04-17:10,1054646910.1362307
2020-04-17:12,1055142728.3401703
2020-04-17:14,1055459896.9874411
2020-04-17:16,1055567499.1582252
2020-04-17:18,1055599139.9637928
2020-04-17:20,1055623096.5867217
2020-04-17:22,1055659648.1907579
2020-04-18:00,1055766730.819744
2020-04-18:02,1056208812.9495696
2020-04-18:04,1056515219.7487793
2020-04-18:06,1056882111.5957136
2020-04-18:08,1056969448.1972703
2020-04-18:10,1057082300.167924
2020-04-18:12,1057414657.696133
2020-04-18:14,1057507335.7995566
2020-04-18:16,1057547676.019552
2020-04-18:18,1057571522.1156132
2020-04-18:20,1057591513.4772989
2020-04-18:22,1057618057.584365
2020-04-19:00,1057764588.7089193
2020-04-19:02,1058144020.1980605
2020-04-19:04,1058259495.6136373
2020-04-19:06,1058516908.0352732
2020-04-19:08,1058706262.5834645
2020-04-19:10,1058972794.1171461
2020-04-19:12,1059330602.5344713
2020-04-19:14,1059513317.9503953
2020-04-19:16,1059563975.960943
2020-04-19:18,1059589302.6023713
2020-04-19:20,1059609518.907016
2020-04-19:22,1059771012.5038543
2020-04-20:00,1061542117.5271069
2020-04-20:02,1065084590.4203905
2020-04-20:04,1066427493.43234
2020-04-20:06,923563297.4726431
2020-04-20:08,915066804.27947
2020-04-20:10,915616048.6028572
2020-04-20:12,916227154.7212199
2020-04-20:14,916583776.6805359
2020-04-20:16,916702746.9243653
2020-04-20:18,916734367.4824405
2020-04-20:20,916756985.6703775
2020-04-20:22,916921476.6730025
2020-04-21:00,918557802.8661108
2020-04-21:02,920494975.7507844
2020-04-21:04,921348920.4124602
2020-04-21:06,922596239.5818547
2020-04-21:08,923696212.6662903
2020-04-21:10,924238452.9928967
2020-04-21:12,924712645.4917065
2020-04-21:14,924970757.8734523
2020-04-21:16,925039105.6994547
2020-04-21:18,925066858.0852084
2020-04-21:20,925088658.5253774
2020-04-21:22,925258111.9910908
2020-04-22:00,927059084.3182154
2020-04-22:02,930095147.0846924
2020-04-22:04,931371618.7810518
2020-04-22:06,932983353.5828768
2020-04-22:08,933770010.8593159
2020-04-22:10,934169404.0585914
2020-04-22:12,934696068.149633
2020-04-22:14,935023736.0681248
2020-04-22:16,935126916.6612996
2020-04-22:18,935155904.4132936
2020-04-22:20,935177902.073492
2020-04-22:22,935365921.9757633
2020-04-23:00,937287598.9708956
2020-04-23:02,940414872.780774
2020-04-23:04,941356409.7837101
2020-04-23:06,942358263.852242
2020-04-23:08,943058932.2584723
2020-04-23:10,943454114.434276
2020-04-23:12,943994245.5402484
2020-04-23:14,944411710.7493943
2020-04-23:16,944487277.3650095
2020-04-23:18,944516288.503086
2020-04-23:20,944538415.5036508
2020-04-23:22,944699945.0264534
2020-04-24:00,946509523.9926627
2020-04-24:02,949645069.9790376
2020-04-24:04,950684879.0223508
2020-04-24:06,952159608.4436512
2020-04-24:08,953699637.1061414
2020-04-24:10,954024802.7745037
2020-04-24:12,954527311.3406848
2020-04-24:14,954757515.5460613
2020-04-24:16,954812806.22869
2020-04-24:18,954837939.1865275
2020-04-24:20,954857955.395506
2020-04-24:22,954887424.848948
2020-04-25:00,955366728.8549119
2020-04-25:02,955711498.0010916
2020-04-25:04,956082366.9114096
2020-04-25:06,956369206.872292
2020-04-25:08,956520459.7881348
2020-04-25:10,956610833.6707057
2020-04-25:12,956727946.8325533
2020-04-25:14,956768153.7244148
2020-04-25:16,956799866.6573019
2020-04-25:18,956819068.9718355
2020-04-25:20,956835890.2633432
2020-04-25:22,956858812.6164793
2020-04-26:00,956940901.5290381
2020-04-26:02,957355971.8517264
2020-04-26:04,957602227.2142961
2020-04-26:06,957835364.4268256
2020-04-26:08,957940155.9877774
2020-04-26:10,958139923.1174504
2020-04-26:12,958413596.2790178
2020-04-26:14,958543880.3515873
2020-04-26:16,958583850.5969641
2020-04-26:18,958604772.4851387
2020-04-26:20,958622431.4913095
2020-04-26:22,958766868.4220184
2020-04-27:00,959999666.7760613
2020-04-27:02,962647465.0427381
2020-04-27:04,963851375.8014684
2020-04-27:06,965594359.2717762
2020-04-27:08,966659505.1742164
2020-04-27:10,967049827.6815767
2020-04-27:12,967759584.8834424
2020-04-27:14,968049841.4132047
2020-04-27:16,968171298.7406846
2020-04-27:18,968205121.6934023
2020-04-27:20,968226948.3759023
2020-04-27:22,968411286.9203743
2020-04-28:00,970248655.6416266
2020-04-28:02,973348151.0587696
2020-04-28:04,974335226.17871
2020-04-28:06,975687855.1194153
2020-04-28:08,976289743.7061707
2020-04-28:10,976672390.6059724
2020-04-28:12,977288660.3339187
2020-04-28:14,977804272.0878963
2020-04-28:16,977899347.4482734
2020-04-28:18,977927915.7893149
2020-04-28:20,977949454.3430454
2020-04-28:22,978128007.3925056
2020-04-29:00,979821921.0722916
2020-04-29:02,982639235.2433436
2020-04-29:04,983794818.702718
2020-04-29:06,985364045.2717457
2020-04-29:08,986196273.1886767
2020-04-29:10,986507130.4640776
2020-04-29:12,987118535.6816367
2020-04-29:14,987567176.35996
2020-04-29:16,987686324.5441653
2020-04-29:18,987718727.8651584
2020-04-29:20,987740961.4358332
2020-04-29:22,987940571.8887527
2020-04-30:00,989616367.0386633
2020-04-30:02,992349653.601309
2020-04-30:04,993535666.0395732
2020-04-30:06,995060531.4401393
2020-04-30:08,995679212.1962494
2020-04-30:10,996103021.3979064
2020-04-30:12,996437372.1159325
2020-04-30:14,996724142.1796435
2020-04-30:16,996787477.10875
2020-04-30:18,996814136.2400293
2020-04-30:20,996834475.3306649
2020-04-30:22,996866107.1850797
2020-05-01:00,997301098.8884397
2020-05-01:02,997914681.4506748
2020-05-01:04,998296938.9170928
2020-05-01:06,998657905.6214088
2020-05-01:08,998772076.0495236
2020-05-01:10,998900590.69619
2020-05-01:12,999052201.0246527
2020-05-01:14,999103992.3729267
2020-05-01:16,999137403.8374703
2020-05-01:18,999157046.4696633
2020-05-01:20,999173860.7338293
2020-05-01:22,999197152.87809
2020-05-02:00,999274215.9124857
2020-05-02:02,999597705.4098904
2020-05-02:04,999796561.3915477
2020-05-02:06,999879688.5513886
2020-05-02:08,999916770.7525595
2020-05-02:10,1000070033.4969248
2020-05-02:12,1000600965.1212307
2020-05-02:14,1000790342.3500893
2020-05-02:16,1000828870.6473914
2020-05-02:18,1000847806.0551287
2020-05-02:20,1000863897.6704564
2020-05-02:22,1000885892.2897065
2020-05-03:00,1001001739.7213305
2020-05-03:02,1001165241.1776294
2020-05-03:04,1001351473.6670136
2020-05-03:06,1001388119.9775301
2020-05-03:08,1001422522.282282
2020-05-03:10,1001453429.289067
2020-05-03:12,1001627465.8686713
2020-05-03:14,1001784572.140476
2020-05-03:16,1001818527.4132246
2020-05-03:18,1001838314.7318256
2020-05-03:20,1001853723.4547024
2020-05-03:22,1001874148.3573564
2020-05-04:00,1001981605.427618
2020-05-04:02,1002177891.2004764
2020-05-04:04,1002454426.7769843
2020-05-04:06,1002613365.067291
2020-05-04:08,1002837310.4039985
2020-05-04:10,1002995597.6880168
2020-05-04:12,1003119372.5436801
2020-05-04:14,1003272373.78269
2020-05-04:16,1003304278.0709033
2020-05-04:18,1003323127.0977881
2020-05-04:20,1003339441.342708
2020-05-04:22,1003360906.0032707
2020-05-05:00,1003398202.1673305
2020-05-05:02,1003711319.6993551
2020-05-05:04,1003923630.2623515
2020-05-05:06,1004076382.7456348
2020-05-05:08,1004206123.0334724
2020-05-05:10,1004573335.5973512
2020-05-05:12,1005055010.5433148
2020-05-05:14,1005256794.5474474
2020-05-05:16,1005301908.3182737
2020-05-05:18,1005323559.9492557
2020-05-05:20,1005341213.4878676
2020-05-05:22,1005551611.465251
2020-05-06:00,1007218249.7485117
2020-05-06:02,1009880772.8175547
2020-05-06:04,1011427216.1202949
2020-05-06:06,1012799034.7013588
2020-05-06:08,1013524242.4926684
2020-05-06:10,1013923066.5322164
2020-05-06:12,1014633407.9517901
2020-05-06:14,1015097149.4149506
2020-05-06:16,1015228202.9357543
2020-05-06:18,1015261803.5605061
2020-05-06:20,1015284349.2729957
2020-05-06:22,1015486459.2894195
2020-05-07:00,1017390887.5257039
2020-05-07:02,1020024261.9239318
2020-05-07:04,1020963331.517748
2020-05-07:06,1022193093.6910816
2020-05-07:08,1022729480.0626882
2020-05-07:10,1023258438.0450498
2020-05-07:12,1023806492.6593453
2020-05-07:14,1024106787.451826
2020-05-07:16,1024184118.9987233
2020-05-07:18,1024208986.9977477
2020-05-07:20,1024227736.8879263
2020-05-07:22,1024376448.1453623
2020-05-08:00,1026298240.63504
2020-05-08:02,1029332951.9146227
2020-05-08:04,1030514718.992897
2020-05-08:06,1031783024.185118
2020-05-08:08,1032434093.3605162
2020-05-08:10,1033040009.9564977
2020-05-08:12,1033651463.2662103
2020-05-08:14,1033990734.5799897
2020-05-08:16,1034056674.6126883
2020-05-08:18,1034083387.7586012
2020-05-08:20,1034103548.3304068
2020-05-08:22,1034136017.513912
2020-05-09:00,1034718972.6647812
2020-05-09:02,1035421553.3126293
2020-05-09:04,1036491484.390585
2020-05-09:06,1037380546.8142065
2020-05-09:08,1038253721.2483332
2020-05-09:10,1038805690.6648313
2020-05-09:12,1039133770.1866664
2020-05-09:14,1039199964.9336314
2020-05-09:16,1039234764.856835
2020-05-09:18,1039254534.0305065
2020-05-09:20,1039270954.5613098
2020-05-09:22,1039293335.4579877
2020-05-10:00,1039344931.8903726
2020-05-10:02,1039582987.8033334
2020-05-10:04,1039844460.6796722
2020-05-10:06,1039969694.2885221
2020-05-10:08,1040048501.5247033
2020-05-10:10,1040238438.683452
2020-05-10:12,1040484350.2470443
2020-05-10:14,1040622673.4103973
2020-05-10:16,1040663220.9265873
2020-05-10:18,1040683574.2658932
2020-05-10:20,1040700415.3705758
2020-05-10:22,1040843212.3437498
2020-05-11:00,1042300913.5031806
2020-05-11:02,1045354330.849711
2020-05-11:04,1046236155.7668252
2020-05-11:06,1047296399.3525397
2020-05-11:08,1047977506.6868153
2020-05-11:10,1048461413.4233435
2020-05-11:12,1048903349.7750002
2020-05-11:14,1049239093.4020633
2020-05-11:16,1049306126.485139
2020-05-11:18,1049332236.2324699
2020-05-11:20,1049352914.1753768
2020-05-11:22,1049535161.8779386
