时间,容量
20200412:02:00,75.41
20200412:02:10,75.4
20200412:02:20,75.41
20200412:02:30,75.41
20200412:02:40,75.4
20200412:02:50,75.4
20200412:03:00,75.41
20200412:03:10,75.41
20200412:03:20,75.41
20200412:03:30,75.41
20200412:03:40,75.41
20200412:03:50,75.41
20200412:04:00,75.41
20200412:04:10,75.41
20200412:04:20,75.41
20200412:04:30,75.41
20200412:04:40,75.41
20200412:04:50,75.41
20200412:05:00,75.41
20200412:05:10,75.41
20200412:05:20,75.41
20200412:05:30,75.41
20200412:05:40,75.41
20200412:05:50,75.41
20200412:06:00,75.41
20200412:06:10,75.41
20200412:06:20,75.41
20200412:06:30,75.41
20200412:06:40,75.41
20200412:06:50,75.41
20200412:07:00,75.41
20200412:07:10,75.41
20200412:07:20,75.41
20200412:07:30,75.41
20200412:07:40,75.41
20200412:07:50,75.41
20200412:08:00,75.41
20200412:08:10,75.41
20200412:08:20,75.41
20200412:08:30,75.41
20200412:08:40,75.41
20200412:08:50,75.41
20200412:09:00,75.41
20200412:09:10,75.41
20200412:09:20,75.41
20200412:09:30,75.41
20200412:09:40,75.41
20200412:09:50,75.41
20200412:10:00,75.41
20200412:10:10,75.41
20200412:10:20,75.41
20200412:10:30,75.41
20200412:10:40,75.41
20200412:10:50,75.41
20200412:11:00,75.41
20200412:11:10,75.41
20200412:11:20,75.41
20200412:11:30,75.41
20200412:11:40,75.41
20200412:11:50,75.41
20200412:12:00,75.41
20200412:12:10,75.41
20200412:12:20,75.41
20200412:12:30,75.41
20200412:12:40,75.41
20200412:12:50,75.41
20200412:13:00,75.41
20200412:13:10,75.41
20200412:13:20,75.41
20200412:13:30,75.41
20200412:13:40,75.41
20200412:13:50,75.41
20200412:14:00,75.41
20200412:14:10,75.41
20200412:14:20,75.41
20200412:14:30,75.41
20200412:14:40,75.41
20200412:14:50,75.41
20200412:15:00,75.41
20200412:15:10,75.41
20200412:15:20,75.41
20200412:15:30,75.41
20200412:15:40,75.41
20200412:15:50,75.41
20200412:16:00,75.41
20200412:16:10,75.41
20200412:16:20,75.41
20200412:16:30,75.41
20200412:16:40,75.41
20200412:16:50,75.41
20200412:17:00,75.41
20200412:17:10,75.41
20200412:17:20,75.42
20200412:17:30,75.41
20200412:17:40,75.41
20200412:17:50,75.41
20200412:18:00,75.42
20200412:18:10,75.42
20200412:18:20,75.42
20200412:18:30,75.42
20200412:18:40,75.42
20200412:18:50,75.42
20200412:19:00,75.42
20200412:19:10,75.42
20200412:19:20,75.42
20200412:19:30,75.42
20200412:19:40,75.42
20200412:19:50,75.42
20200412:20:00,75.42
20200412:20:10,75.42
20200412:20:20,75.42
20200412:20:30,75.42
20200412:20:40,75.42
20200412:20:50,75.42
20200412:21:00,75.42
20200412:21:10,75.42
20200412:21:20,75.42
20200412:21:30,75.42
20200412:21:40,75.42
20200412:21:50,75.42
20200412:22:00,75.42
20200412:22:10,75.42
20200412:22:20,75.42
20200412:22:30,75.42
20200412:22:40,75.42
20200412:22:50,75.42
20200412:23:00,75.42
20200412:23:10,75.42
20200412:23:20,75.42
20200412:23:30,75.42
20200412:23:40,75.42
20200412:23:50,75.42
20200413:00:00,75.42
20200413:00:10,75.42
20200413:00:20,75.42
20200413:00:30,75.42
20200413:00:40,75.42
20200413:00:50,75.42
20200413:01:00,75.42
20200413:01:10,75.42
20200413:01:20,75.42
20200413:01:30,75.42
20200413:01:40,75.42
20200413:01:50,75.42
20200413:02:00,75.42
20200413:02:10,75.42
20200413:02:20,75.42
20200413:02:30,75.42
20200413:02:40,75.42
20200413:02:50,75.42
20200413:03:00,75.42
20200413:03:10,75.42
20200413:03:20,75.42
20200413:03:30,75.42
20200413:03:40,75.42
20200413:03:50,75.42
20200413:04:00,75.42
20200413:04:10,75.42
20200413:04:20,75.42
20200413:04:30,75.42
20200413:04:40,75.42
20200413:04:50,75.42
20200413:05:00,75.42
20200413:05:10,75.42
20200413:05:20,75.42
20200413:05:30,75.42
20200413:05:40,75.42
20200413:05:50,75.42
20200413:06:00,75.42
20200413:06:10,75.42
20200413:06:20,75.42
20200413:06:30,75.42
20200413:06:40,75.42
20200413:06:50,75.42
20200413:07:00,75.42
20200413:07:10,75.42
20200413:07:20,75.42
20200413:07:30,75.42
20200413:07:40,75.42
20200413:07:50,75.42
20200413:08:00,75.42
20200413:08:10,75.42
20200413:08:20,75.42
20200413:08:30,75.42
20200413:08:40,75.42
20200413:08:50,75.42
20200413:09:00,75.42
20200413:09:10,75.42
20200413:09:20,75.42
20200413:09:30,75.42
20200413:09:40,75.42
20200413:09:50,75.42
20200413:10:00,75.42
20200413:10:10,75.42
20200413:10:20,75.42
20200413:10:30,75.42
20200413:10:40,75.43
20200413:10:50,75.43
20200413:11:00,75.38
20200413:11:10,75.42
20200413:11:20,75.42
20200413:11:30,75.42
20200413:11:40,75.42
20200413:11:50,75.42
20200413:12:00,75.42
20200413:12:10,75.42
20200413:12:20,75.43
20200413:12:30,75.43
20200413:12:40,75.43
20200413:12:50,75.43
20200413:13:00,75.43
20200413:13:10,75.38
20200413:13:20,75.43
20200413:13:30,75.43
20200413:13:40,75.43
20200413:13:50,75.43
20200413:14:00,75.43
20200413:14:10,75.43
20200413:14:20,75.43
20200413:14:30,75.43
20200413:14:40,75.43
20200413:14:50,75.43
20200413:15:00,75.43
20200413:15:10,75.43
20200413:15:20,75.43
20200413:15:30,75.43
20200413:15:40,75.3
20200413:15:50,75.3
20200413:16:00,75.31
20200413:16:10,75.3
20200413:16:20,75.3
20200413:16:30,75.3
20200413:16:40,75.3
20200413:16:50,75.31
20200413:17:00,75.3
20200413:17:10,75.3
20200413:17:20,75.31
20200413:17:30,75.31
20200413:17:40,75.3
20200413:17:50,75.3
20200413:18:00,75.31
20200413:18:10,75.3
20200413:18:20,75.31
20200413:18:30,75.31
20200413:18:40,75.31
20200413:18:50,75.31
20200413:19:00,75.31
20200413:19:10,75.31
20200413:19:20,75.31
20200413:19:30,75.31
20200413:19:40,75.31
20200413:19:50,75.31
20200413:20:00,75.31
20200413:20:10,75.31
20200413:20:20,75.31
20200413:20:30,75.31
20200413:20:40,75.31
20200413:20:50,75.31
20200413:21:00,75.38
20200413:21:10,75.31
20200413:21:20,75.31
20200413:21:30,75.31
20200413:21:40,75.31
20200413:21:50,75.31
20200413:22:00,75.31
20200413:22:10,75.31
20200413:22:20,75.31
20200413:22:30,75.31
20200413:22:40,75.31
20200413:22:50,75.31
20200413:23:00,75.31
20200413:23:10,75.31
20200413:23:20,75.31
20200413:23:30,75.31
20200413:23:40,75.31
20200413:23:50,75.31
20200414:00:00,75.31
20200414:00:10,75.31
20200414:00:20,75.31
20200414:00:30,75.31
20200414:00:40,75.31
20200414:00:50,75.31
20200414:01:00,75.31
20200414:01:10,75.31
20200414:01:20,75.31
20200414:01:30,75.31
20200414:01:40,75.31
20200414:01:50,75.31
20200414:02:00,75.31
20200414:02:10,75.31
20200414:02:20,75.31
20200414:02:30,75.31
20200414:02:40,75.31
20200414:02:50,75.31
20200414:03:00,75.31
20200414:03:10,75.31
20200414:03:20,75.31
20200414:03:30,75.31
20200414:03:40,75.31
20200414:03:50,75.31
20200414:04:00,75.31
20200414:04:10,75.31
20200414:04:20,75.31
20200414:04:30,75.31
20200414:04:40,75.31
20200414:04:50,75.31
20200414:05:00,75.31
20200414:05:10,75.31
20200414:05:20,75.31
20200414:05:30,75.31
20200414:05:40,75.31
20200414:05:50,75.31
20200414:06:00,75.31
20200414:06:10,75.32
20200414:06:20,75.31
20200414:06:30,75.31
20200414:06:40,75.31
20200414:06:50,75.31
20200414:07:00,75.31
20200414:07:10,75.31
20200414:07:20,75.31
20200414:07:30,75.31
20200414:07:40,75.31
20200414:07:50,75.31
20200414:08:00,75.31
20200414:08:10,75.32
20200414:08:20,75.31
20200414:08:30,75.32
20200414:08:40,75.32
20200414:08:50,75.32
20200414:09:00,75.32
20200414:09:10,75.32
20200414:09:20,75.32
20200414:09:30,75.32
20200414:09:40,75.32
20200414:09:50,75.32
20200414:10:00,75.32
20200414:10:10,75.32
20200414:10:20,75.32
20200414:10:30,75.32
20200414:10:40,75.32
20200414:10:50,75.32
20200414:11:00,75.32
20200414:11:10,75.32
20200414:11:20,75.32
20200414:11:30,75.32
20200414:11:40,75.32
20200414:11:50,75.32
20200414:12:00,75.32
20200414:12:10,75.32
20200414:12:20,75.32
20200414:12:30,75.32
20200414:12:40,75.32
20200414:12:50,75.32
20200414:13:00,75.32
20200414:13:10,75.32
20200414:13:20,75.32
20200414:13:30,75.32
20200414:13:40,75.32
20200414:13:50,75.32
20200414:14:00,75.32
20200414:14:10,75.32
20200414:14:20,75.32
20200414:14:30,75.32
20200414:14:40,75.32
20200414:14:50,75.32
20200414:15:00,75.32
20200414:15:10,75.32
20200414:15:20,75.32
20200414:15:30,75.32
20200414:15:40,75.32
20200414:15:50,75.32
20200414:16:00,75.32
20200414:16:10,75.32
20200414:16:20,75.32
20200414:16:30,75.32
20200414:16:40,75.32
20200414:16:50,75.32
20200414:17:00,75.99
20200414:17:10,75.32
20200414:17:20,75.32
20200414:17:30,75.32
20200414:17:40,75.32
20200414:17:50,75.32
20200414:18:00,75.32
20200414:18:10,75.32
20200414:18:20,75.32
20200414:18:30,75.32
20200414:18:40,75.32
20200414:18:50,75.32
20200414:19:00,75.32
20200414:19:10,75.32
20200414:19:20,75.32
20200414:19:30,75.32
20200414:19:40,75.32
20200414:19:50,75.32
20200414:20:00,75.32
20200414:20:10,75.32
20200414:20:20,75.32
20200414:20:30,75.32
20200414:20:40,75.32
20200414:20:50,75.32
20200414:21:00,75.32
20200414:21:10,75.32
20200414:21:20,75.33
20200414:21:30,75.32
20200414:21:40,75.32
20200414:21:50,75.32
20200414:22:00,75.33
20200414:22:10,75.32
20200414:22:20,75.32
20200414:22:30,75.32
20200414:22:40,75.32
20200414:22:50,75.33
20200414:23:00,75.32
20200414:23:10,75.32
20200414:23:20,75.32
20200414:23:30,75.32
20200414:23:40,75.33
20200414:23:50,75.33
20200415:00:00,75.33
20200415:00:10,75.33
20200415:00:20,75.33
20200415:00:30,75.33
20200415:00:40,76.77
20200415:00:50,76.77
20200415:01:00,75.33
20200415:01:10,75.33
20200415:01:20,75.33
20200415:01:30,76.77
20200415:01:40,75.33
20200415:01:50,75.33
20200415:02:00,75.33
20200415:02:10,75.33
20200415:02:20,75.33
20200415:02:30,75.33
20200415:02:40,75.33
20200415:02:50,76.77
20200415:03:00,76.77
20200415:03:10,76.77
20200415:03:20,76.77
20200415:03:30,76.77
20200415:03:40,76.77
20200415:03:50,76.77
20200415:04:00,76.77
20200415:04:10,76.77
20200415:04:20,76.77
20200415:04:30,76.77
20200415:04:40,76.77
20200415:04:50,76.77
20200415:05:00,76.77
20200415:05:10,76.77
20200415:05:20,76.77
20200415:05:30,76.77
20200415:05:40,76.77
20200415:05:50,76.77
20200415:06:00,76.77
20200415:06:10,76.77
20200415:06:20,76.77
20200415:06:30,76.77
20200415:06:40,76.77
20200415:06:50,76.77
20200415:07:00,76.77
20200415:07:10,76.77
20200415:07:20,76.77
20200415:07:30,76.77
20200415:07:40,76.77
20200415:07:50,76.77
20200415:08:00,76.77
20200415:08:10,76.77
20200415:08:20,76.77
20200415:08:30,76.77
20200415:08:40,76.77
20200415:08:50,76.77
20200415:09:00,75.46
20200415:09:10,75.59
20200415:09:20,75.7
20200415:09:30,75.83
20200415:09:40,75.8
20200415:09:50,75.85
20200415:10:00,75.96
20200415:10:10,76.1
20200415:10:20,76.23
20200415:10:30,76.26
20200415:10:40,76.3
20200415:10:50,76.36
20200415:11:00,76.39
20200415:11:10,76.44
20200415:11:20,76.48
20200415:11:30,76.46
20200415:11:40,76.48
20200415:11:50,76.49
20200415:12:00,76.54
20200415:12:10,76.59
20200415:12:20,76.6
20200415:12:30,76.63
20200415:12:40,76.68
20200415:12:50,76.76
20200415:13:00,76.82
20200415:13:10,76.89
20200415:13:20,76.99
20200415:13:30,77.15
20200415:13:40,77.33
20200415:13:50,77.52
20200415:14:00,76.77
20200415:14:10,76.77
20200415:14:20,76.77
20200415:14:30,76.77
20200415:14:40,76.77
20200415:14:50,76.77
20200415:15:00,76.77
20200415:15:10,76.77
20200415:15:20,76.77
20200415:15:30,76.77
20200415:15:40,76.77
20200415:15:50,76.77
20200415:16:00,76.77
20200415:16:10,76.77
20200415:16:20,76.77
20200415:16:30,76.77
20200415:16:40,76.77
20200415:16:50,76.77
20200415:17:00,76.77
20200415:17:10,76.77
20200415:17:20,76.77
20200415:17:30,76.77
20200415:17:40,76.72
20200415:17:50,76.73
20200415:18:00,76.82
20200415:18:10,76.81
20200415:18:20,76.87
20200415:18:30,76.97
20200415:18:40,77.18
20200415:18:50,77.38
20200415:19:00,77.59
20200415:19:10,77.8
20200415:19:20,78.0
20200415:19:30,78.22
20200415:19:40,78.41
20200415:19:50,78.63
20200415:20:00,78.78
20200415:20:10,78.87
20200415:20:20,78.95
20200415:20:30,78.89
20200415:20:40,78.75
20200415:20:50,78.61
20200415:21:00,78.5
20200415:21:10,78.39
20200415:21:20,78.3
20200415:21:30,78.17
20200415:21:40,78.02
20200415:21:50,77.87
20200415:22:00,77.73
20200415:22:10,77.59
20200415:22:20,77.46
20200415:22:30,77.33
20200415:22:40,77.25
20200415:22:50,77.21
20200415:23:00,77.16
20200415:23:10,77.02
20200415:23:20,76.89
20200415:23:30,76.76
20200415:23:40,76.64
20200415:23:50,76.5
20200416:00:00,76.39
20200416:00:10,76.24
20200416:00:20,76.15
20200416:00:30,76.06
20200416:00:40,76.01
20200416:00:50,75.96
20200416:01:00,75.98
20200416:01:10,76.0
20200416:01:20,76.01
20200416:01:30,76.05
20200416:01:40,76.09
20200416:01:50,76.14
20200416:02:00,76.2
20200416:02:10,76.16
20200416:02:20,76.08
20200416:02:30,76.0
20200416:02:40,75.93
20200416:02:50,75.97
20200416:03:00,75.97
20200416:03:10,75.99
20200416:03:20,75.97
20200416:03:30,75.99
20200416:03:40,76.0
20200416:03:50,76.02
20200416:04:00,75.97
20200416:04:10,75.88
20200416:04:20,75.71
20200416:04:30,75.67
20200416:04:40,75.63
20200416:04:50,75.59
20200416:05:00,75.55
20200416:05:10,75.51
20200416:05:20,75.48
20200416:05:30,74.93
20200416:05:40,75.44
20200416:05:50,75.31
20200416:06:00,75.17
20200416:06:10,75.01
20200416:06:20,74.87
20200416:06:30,74.83
20200416:06:40,74.79
20200416:06:50,74.67
20200416:07:00,74.59
20200416:07:10,74.59
20200416:07:20,74.59
20200416:07:30,74.59
20200416:07:40,74.59
20200416:07:50,74.59
20200416:08:00,74.61
20200416:08:10,74.59
20200416:08:20,74.59
20200416:08:30,74.59
20200416:08:40,74.59
20200416:08:50,74.59
20200416:09:00,74.61
20200416:09:10,74.59
20200416:09:20,74.59
20200416:09:30,74.61
20200416:09:40,74.62
20200416:09:50,74.61
20200416:10:00,74.61
20200416:10:10,74.6
20200416:10:20,74.59
20200416:10:30,74.59
20200416:10:40,74.59
20200416:10:50,74.59
20200416:11:00,74.61
20200416:11:10,74.59
20200416:11:20,74.59
20200416:11:30,74.6
20200416:11:40,74.6
20200416:11:50,74.6
20200416:12:00,74.61
20200416:12:10,74.6
20200416:12:20,74.6
20200416:12:30,74.6
20200416:12:40,74.6
20200416:12:50,74.61
20200416:13:00,74.6
20200416:13:10,74.6
20200416:13:20,74.6
20200416:13:30,74.6
20200416:13:40,74.6
20200416:13:50,74.6
20200416:14:00,74.6
20200416:14:10,74.6
20200416:14:20,74.6
20200416:14:30,74.6
20200416:14:40,74.6
20200416:14:50,74.6
20200416:15:00,74.6
20200416:15:10,74.6
20200416:15:20,74.6
20200416:15:30,74.61
20200416:15:40,74.6
20200416:15:50,74.6
20200416:16:00,74.6
20200416:16:10,74.6
20200416:16:20,74.61
20200416:16:30,74.6
20200416:16:40,74.6
20200416:16:50,74.6
20200416:17:00,74.6
20200416:17:10,74.6
20200416:17:20,74.6
20200416:17:30,74.6
20200416:17:40,74.6
20200416:17:50,74.6
20200416:18:00,74.6
20200416:18:10,74.6
20200416:18:20,74.6
20200416:18:30,74.6
20200416:18:40,74.6
20200416:18:50,74.6
20200416:19:00,74.6
20200416:19:10,74.6
20200416:19:20,74.6
20200416:19:30,74.6
20200416:19:40,74.6
20200416:19:50,74.6
20200416:20:00,74.6
20200416:20:10,74.6
20200416:20:20,74.6
20200416:20:30,74.6
20200416:20:40,74.6
20200416:20:50,74.6
20200416:21:00,74.6
20200416:21:10,74.6
20200416:21:20,74.6
20200416:21:30,74.6
20200416:21:40,74.6
20200416:21:50,74.6
20200416:22:00,74.6
20200416:22:10,74.6
20200416:22:20,74.6
20200416:22:30,74.6
20200416:22:40,74.61
20200416:22:50,74.6
20200416:23:00,74.6
20200416:23:10,74.6
20200416:23:20,74.6
20200416:23:30,74.6
20200416:23:40,74.6
20200416:23:50,74.6
20200417:00:00,74.6
20200417:00:10,74.6
20200417:00:20,74.63
20200417:00:30,74.66
20200417:00:40,74.71
20200417:00:50,74.76
20200417:01:00,74.83
20200417:01:10,74.91
20200417:01:20,74.99
20200417:01:30,75.06
20200417:01:40,75.01
20200417:01:50,75.03
20200417:02:00,75.03
20200417:02:10,75.04
20200417:02:20,75.09
20200417:02:30,75.14
20200417:02:40,75.12
20200417:02:50,75.01
20200417:03:00,74.86
20200417:03:10,74.82
20200417:03:20,74.78
20200417:03:30,74.68
20200417:03:40,74.61
20200417:03:50,74.61
20200417:04:00,74.61
20200417:04:10,74.61
20200417:04:20,74.61
20200417:04:30,74.61
20200417:04:40,74.61
20200417:04:50,74.61
20200417:05:00,74.61
20200417:05:10,74.61
20200417:05:20,74.61
20200417:05:30,74.61
20200417:05:40,74.61
20200417:05:50,74.61
20200417:06:00,74.61
20200417:06:10,74.61
20200417:06:20,74.61
20200417:06:30,74.61
20200417:06:40,74.61
20200417:06:50,74.61
20200417:07:00,74.61
20200417:07:10,74.61
20200417:07:20,74.61
20200417:07:30,74.61
20200417:07:40,74.61
20200417:07:50,74.61
20200417:08:00,74.62
20200417:08:10,74.61
20200417:08:20,74.61
20200417:08:30,74.61
20200417:08:40,74.61
20200417:08:50,74.61
20200417:09:00,74.61
20200417:09:10,74.61
20200417:09:20,74.61
20200417:09:30,74.62
20200417:09:40,74.63
20200417:09:50,74.63
20200417:10:00,74.62
20200417:10:10,74.61
20200417:10:20,74.61
20200417:10:30,74.61
20200417:10:40,74.61
20200417:10:50,74.61
20200417:11:00,74.61
20200417:11:10,74.61
20200417:11:20,74.61
20200417:11:30,74.61
20200417:11:40,74.61
20200417:11:50,74.61
20200417:12:00,74.61
20200417:12:10,74.61
20200417:12:20,74.61
20200417:12:30,74.61
20200417:12:40,74.61
20200417:12:50,74.61
20200417:13:00,74.61
20200417:13:10,74.61
20200417:13:20,74.61
20200417:13:30,74.61
20200417:13:40,74.65
20200417:13:50,74.61
20200417:14:00,74.61
20200417:14:10,74.61
20200417:14:20,74.61
20200417:14:30,74.61
20200417:14:40,74.61
20200417:14:50,74.61
20200417:15:00,74.61
20200417:15:10,74.61
20200417:15:20,74.61
20200417:15:30,74.61
20200417:15:40,74.61
20200417:15:50,74.61
20200417:16:00,74.61
20200417:16:10,74.61
20200417:16:20,74.61
20200417:16:30,74.61
20200417:16:40,74.61
20200417:16:50,74.61
20200417:17:00,74.61
20200417:17:10,74.61
20200417:17:20,74.61
20200417:17:30,74.61
20200417:17:40,74.61
20200417:17:50,74.61
20200417:18:00,74.61
20200417:18:10,74.61
20200417:18:20,74.61
20200417:18:30,74.61
20200417:18:40,74.61
20200417:18:50,74.61
20200417:19:00,74.61
20200417:19:10,74.61
20200417:19:20,74.61
20200417:19:30,74.61
20200417:19:40,74.61
20200417:19:50,74.61
20200417:20:00,74.61
20200417:20:10,74.61
20200417:20:20,74.61
20200417:20:30,74.61
20200417:20:40,74.61
20200417:20:50,74.61
20200417:21:00,74.61
20200417:21:10,74.61
20200417:21:20,74.61
20200417:21:30,74.61
20200417:21:40,74.61
20200417:21:50,74.61
20200417:22:00,74.61
20200417:22:10,74.61
20200417:22:20,74.61
20200417:22:30,74.61
20200417:22:40,74.61
20200417:22:50,74.61
20200417:23:00,74.61
20200417:23:10,74.61
20200417:23:20,74.61
20200417:23:30,74.61
20200417:23:40,74.61
20200417:23:50,74.61
20200418:00:00,74.61
20200418:00:10,74.61
20200418:00:20,74.62
20200418:00:30,74.62
20200418:00:40,74.63
20200418:00:50,74.64
20200418:01:00,74.65
20200418:01:10,74.66
20200418:01:20,74.68
20200418:01:30,74.7
20200418:01:40,74.65
20200418:01:50,74.61
20200418:02:00,74.61
20200418:02:10,74.61
20200418:02:20,74.61
20200418:02:30,74.61
20200418:02:40,74.62
20200418:02:50,74.61
20200418:03:00,74.61
20200418:03:10,74.61
20200418:03:20,74.61
20200418:03:30,74.62
20200418:03:40,74.63
20200418:03:50,74.62
20200418:04:00,74.61
20200418:04:10,74.61
20200418:04:20,74.62
20200418:04:30,74.62
20200418:04:40,74.62
20200418:04:50,74.62
20200418:05:00,74.62
20200418:05:10,74.63
20200418:05:20,74.62
20200418:05:30,74.62
20200418:05:40,74.65
20200418:05:50,74.66
20200418:06:00,74.65
20200418:06:10,74.62
20200418:06:20,74.62
20200418:06:30,74.62
20200418:06:40,74.62
20200418:06:50,74.62
20200418:07:00,74.62
20200418:07:10,74.62
20200418:07:20,74.62
20200418:07:30,74.63
20200418:07:40,74.62
20200418:07:50,74.62
20200418:08:00,74.62
20200418:08:10,74.62
20200418:08:20,74.62
20200418:08:30,74.62
20200418:08:40,74.62
20200418:08:50,74.62
20200418:09:00,74.62
20200418:09:10,74.62
20200418:09:20,74.62
20200418:09:30,74.62
20200418:09:40,74.63
20200418:09:50,74.63
20200418:10:00,74.62
20200418:10:10,74.62
20200418:10:20,74.62
20200418:10:30,74.62
20200418:10:40,74.62
20200418:10:50,74.62
20200418:11:00,74.62
20200418:11:10,74.62
20200418:11:20,74.62
20200418:11:30,74.62
20200418:11:40,74.62
20200418:11:50,74.62
20200418:12:00,74.62
20200418:12:10,74.62
20200418:12:20,74.62
20200418:12:30,74.62
20200418:12:40,74.62
20200418:12:50,74.62
20200418:13:00,74.62
20200418:13:10,74.62
20200418:13:20,74.62
20200418:13:30,74.62
20200418:13:40,74.62
20200418:13:50,74.62
20200418:14:00,74.62
20200418:14:10,74.62
20200418:14:20,74.62
20200418:14:30,74.62
20200418:14:40,74.62
20200418:14:50,74.62
20200418:15:00,74.62
20200418:15:10,74.62
20200418:15:20,74.62
20200418:15:30,74.62
20200418:15:40,74.62
20200418:15:50,74.62
20200418:16:00,74.62
20200418:16:10,74.62
20200418:16:20,74.62
20200418:16:30,74.62
20200418:16:40,74.62
20200418:16:50,74.62
20200418:17:00,74.62
20200418:17:10,74.62
20200418:17:20,74.62
20200418:17:30,74.62
20200418:17:40,74.62
20200418:17:50,74.62
20200418:18:00,74.62
20200418:18:10,74.62
20200418:18:20,74.63
20200418:18:30,74.62
20200418:18:40,74.63
20200418:18:50,74.62
20200418:19:00,74.63
20200418:19:10,74.62
20200418:19:20,74.63
20200418:19:30,74.63
20200418:19:40,74.63
20200418:19:50,74.63
20200418:20:00,74.63
20200418:20:10,74.63
20200418:20:20,74.63
20200418:20:30,74.63
20200418:20:40,74.63
20200418:20:50,74.63
20200418:21:00,74.63
20200418:21:10,74.63
20200418:21:20,74.63
20200418:21:30,74.63
20200418:21:40,74.63
20200418:21:50,74.63
20200418:22:00,74.63
20200418:22:10,74.63
20200418:22:20,74.63
20200418:22:30,74.63
20200418:22:40,74.63
20200418:22:50,74.63
20200418:23:00,74.63
20200418:23:10,74.63
20200418:23:20,74.63
20200418:23:30,74.63
20200418:23:40,74.63
20200418:23:50,74.63
20200419:00:00,74.63
20200419:00:10,74.63
20200419:00:20,74.67
20200419:00:30,74.71
20200419:00:40,74.73
20200419:00:50,74.77
20200419:01:00,74.81
20200419:01:10,74.85
20200419:01:20,74.89
20200419:01:30,74.94
20200419:01:40,74.89
20200419:01:50,74.83
20200419:02:00,74.78
20200419:02:10,74.73
20200419:02:20,74.67
20200419:02:30,74.64
20200419:02:40,74.68
20200419:02:50,74.72
20200419:03:00,74.72
20200419:03:10,74.68
20200419:03:20,74.63
20200419:03:30,74.63
20200419:03:40,74.63
20200419:03:50,74.63
20200419:04:00,74.63
20200419:04:10,74.63
20200419:04:20,74.63
20200419:04:30,74.63
20200419:04:40,74.63
20200419:04:50,74.63
20200419:05:00,74.63
20200419:05:10,74.63
20200419:05:20,74.63
20200419:05:30,74.63
20200419:05:40,74.63
20200419:05:50,74.63
20200419:06:00,74.63
20200419:06:10,74.63
20200419:06:20,74.63
20200419:06:30,74.63
20200419:06:40,74.63
20200419:06:50,74.63
20200419:07:00,74.63
20200419:07:10,74.63
20200419:07:20,74.63
20200419:07:30,74.63
20200419:07:40,74.63
20200419:07:50,74.63
20200419:08:00,74.63
20200419:08:10,74.63
20200419:08:20,74.63
20200419:08:30,74.63
20200419:08:40,74.63
20200419:08:50,74.63
20200419:09:00,74.63
20200419:09:10,74.63
20200419:09:20,74.63
20200419:09:30,74.63
20200419:09:40,74.63
20200419:09:50,74.63
20200419:10:00,74.63
20200419:10:10,74.63
20200419:10:20,74.63
20200419:10:30,74.63
20200419:10:40,74.63
20200419:10:50,74.63
20200419:11:00,74.63
20200419:11:10,74.63
20200419:11:20,74.63
20200419:11:30,74.63
20200419:11:40,74.63
20200419:11:50,74.63
20200419:12:00,74.63
20200419:12:10,74.63
20200419:12:20,74.63
20200419:12:30,74.63
20200419:12:40,74.63
20200419:12:50,74.63
20200419:13:00,74.63
20200419:13:10,74.63
20200419:13:20,74.63
20200419:13:30,74.63
20200419:13:40,74.63
20200419:13:50,74.63
20200419:14:00,74.63
20200419:14:10,74.63
20200419:14:20,74.63
20200419:14:30,74.63
20200419:14:40,74.63
20200419:14:50,74.63
20200419:15:00,74.63
20200419:15:10,74.63
20200419:15:20,74.63
20200419:15:30,74.63
20200419:15:40,74.63
20200419:15:50,74.63
20200419:16:00,74.63
20200419:16:10,74.63
20200419:16:20,74.63
20200419:16:30,74.63
20200419:16:40,74.63
20200419:16:50,74.64
20200419:17:00,74.63
20200419:17:10,74.63
20200419:17:20,74.63
20200419:17:30,74.63
20200419:17:40,74.63
20200419:17:50,74.63
20200419:18:00,74.63
20200419:18:10,74.63
20200419:18:20,74.63
20200419:18:30,74.63
20200419:18:40,74.63
20200419:18:50,74.63
20200419:19:00,74.63
20200419:19:10,74.63
20200419:19:20,74.63
20200419:19:30,74.63
20200419:19:40,74.63
20200419:19:50,74.63
20200419:20:00,74.63
20200419:20:10,74.63
20200419:20:20,74.63
20200419:20:30,74.63
20200419:20:40,74.63
20200419:20:50,74.63
20200419:21:00,74.63
20200419:21:10,74.63
20200419:21:20,74.63
20200419:21:30,74.63
20200419:21:40,74.63
20200419:21:50,74.63
20200419:22:00,74.63
20200419:22:10,74.63
20200419:22:20,74.63
20200419:22:30,74.63
20200419:22:40,74.63
20200419:22:50,74.64
20200419:23:00,74.64
20200419:23:10,74.64
20200419:23:20,74.63
20200419:23:30,74.64
20200419:23:40,74.64
20200419:23:50,74.63
20200420:00:00,74.64
20200420:00:10,74.63
20200420:00:20,74.64
20200420:00:30,74.64
20200420:00:40,74.64
20200420:00:50,74.64
20200420:01:00,74.64
20200420:01:10,74.64
20200420:01:20,74.64
20200420:01:30,74.64
20200420:01:40,74.64
20200420:01:50,74.64
20200420:02:00,74.64
20200420:02:10,74.64
20200420:02:20,74.64
20200420:02:30,74.64
20200420:02:40,74.64
20200420:02:50,74.64
20200420:03:00,74.64
20200420:03:10,74.64
20200420:03:20,74.64
20200420:03:30,74.64
20200420:03:40,74.64
20200420:03:50,74.64
20200420:04:00,74.64
20200420:04:10,74.64
