时间,容量
2020-01-20:16,85819255.54483752
2020-01-20:18,85842573.31759697
2020-01-20:20,85865212.34616089
2020-01-20:22,85921036.10754427
2020-01-21:00,86299858.78520706
2020-01-21:02,86561687.24930556
2020-01-21:04,86688220.32573377
2020-01-21:06,86876262.45107439
2020-01-21:08,86962518.0990304
2020-01-21:10,87040771.51390198
2020-01-21:12,87104117.74033019
2020-01-21:14,87147212.82303457
2020-01-21:16,87180693.10845126
2020-01-21:18,87204042.41415098
2020-01-21:20,87226662.93046382
2020-01-21:22,87280459.85574616
2020-01-22:00,87652200.84279352
2020-01-22:02,87956511.83244236
2020-01-22:04,88085102.32552412
2020-01-22:06,88280244.48194443
2020-01-22:08,88372594.70087789
2020-01-22:10,88418260.38185275
2020-01-22:12,88470557.94162735
2020-01-22:14,88513922.14043504
2020-01-22:16,88546930.8856263
2020-01-22:18,88570345.39161427
2020-01-22:20,88593039.51700734
2020-01-22:22,88645278.54968384
2020-01-23:00,89092829.07476819
2020-01-23:02,89315855.5504848
2020-01-23:04,89448691.52653304
2020-01-23:06,89632467.67886528
2020-01-23:08,89712292.5428459
2020-01-23:10,89749202.3881289
2020-01-23:12,89781346.07112159
2020-01-23:14,89825907.44650157
2020-01-23:16,89860451.00064206
2020-01-23:18,89883359.16128147
2020-01-23:20,89905576.80693132
2020-01-23:22,89928676.12571606
2020-01-24:00,89954356.11068536
2020-01-24:02,89980891.72239254
2020-01-24:04,90003832.5472615
2020-01-24:06,90025927.0570886
2020-01-24:08,90047251.72852458
2020-01-24:10,90068158.65327568
2020-01-24:12,90089605.21551365
2020-01-24:14,90125952.18802407
2020-01-24:16,90156096.93017556
2020-01-24:18,90174605.75318396
2020-01-24:20,90192089.35353774
2020-01-24:22,90210087.76271012
2020-01-25:00,90229778.76034842
2020-01-25:02,90460358.80158544
2020-01-25:04,90483428.69415615
2020-01-25:06,90503778.89365828
2020-01-25:08,90523992.0732049
2020-01-25:10,90544455.68993714
2020-01-25:12,90565120.3883648
2020-01-25:14,90585429.42807916
2020-01-25:16,90604400.24350108
2020-01-25:18,90621951.54457548
2020-01-25:20,90639126.4667846
2020-01-25:22,90656711.33612056
2020-01-26:00,90675814.7798218
2020-01-26:02,90695997.86654878
2020-01-26:04,90716118.414662
2020-01-26:06,90736035.75890984
2020-01-26:08,90755917.889413
2020-01-26:10,90775772.3874345
2020-01-26:12,90806770.53968814
2020-01-26:14,90841498.88740829
2020-01-26:16,90860765.5688286
2020-01-26:18,90878363.38718551
2020-01-26:20,90895538.25837263
2020-01-26:22,90913091.25425522
2020-01-27:00,90932305.01547432
2020-01-27:02,90977049.50914568
2020-01-27:04,91002067.64236109
2020-01-27:06,91022579.16032496
2020-01-27:08,91042826.27367663
2020-01-27:10,91064033.49002884
2020-01-27:12,91131137.10691825
2020-01-27:14,91197206.50710168
2020-01-27:16,91251665.76084904
2020-01-27:18,91269605.83444706
2020-01-27:20,91286992.45419288
2020-01-27:22,91306436.90824029
2020-01-28:00,91354552.93941298
2020-01-28:02,91376496.0932652
2020-01-28:04,91400469.34506026
2020-01-28:06,91442560.43081762
2020-01-28:08,91490514.01799008
2020-01-28:10,91511479.24973796
2020-01-28:12,91532295.11728632
2020-01-28:14,91552867.76243453
2020-01-28:16,91572282.20256811
2020-01-28:18,91590005.57827571
2020-01-28:20,91607243.92786951
2020-01-28:22,91624861.70472892
2020-01-29:00,91644158.0198416
2020-01-29:02,91669264.74344864
2020-01-29:04,91714158.85408804
2020-01-29:06,91767634.32239255
2020-01-29:08,91871597.9788653
2020-01-29:10,91916804.87832811
2020-01-29:12,91941866.42840672
2020-01-29:14,91962821.50691828
2020-01-29:16,91982263.18233757
2020-01-29:18,91999974.12143606
2020-01-29:20,92017231.0962395
2020-01-29:22,92034858.7278916
2020-01-30:00,92067849.73434952
2020-01-30:02,92137147.06091452
2020-01-30:04,92205023.31763624
2020-01-30:06,92239798.93404087
2020-01-30:08,92274487.57515724
2020-01-30:10,92295344.71263106
2020-01-30:12,92316566.04044811
2020-01-30:14,92337648.9518475
2020-01-30:16,92357333.37306078
2020-01-30:18,92375164.94110323
2020-01-30:20,92392498.55676104
2020-01-30:22,92410216.21611317
2020-01-31:00,92432114.6363732
2020-01-31:02,92611414.92594336
2020-01-31:04,92745703.3462788
2020-01-31:06,92781412.40250264
2020-01-31:08,92816687.58731654
2020-01-31:10,92837886.7375
2020-01-31:12,92911636.60956496
2020-01-31:14,92934667.18536422
2020-01-31:16,92955302.11991614
2020-01-31:18,92973561.33549528
2020-01-31:20,92990998.7379848
2020-01-31:22,93008840.75587936
2020-02-01:00,93028778.4437762
2020-02-01:02,93102154.79403824
2020-02-01:04,93127871.61265723
2020-02-01:06,93174767.41459644
2020-02-01:08,93251514.59516506
2020-02-01:10,93274799.88727726
2020-02-01:12,93321143.42041405
2020-02-01:14,93342718.66314206
2020-02-01:16,93362556.94958071
2020-02-01:18,93380410.90876572
2020-02-01:20,93397709.08803722
2020-02-01:22,93415367.57144868
2020-02-02:00,93452574.4854822
2020-02-02:02,93526577.519641
2020-02-02:04,93614711.32883912
2020-02-02:06,93737696.2409067
2020-02-02:08,93985427.58945233
2020-02-02:10,94037596.58497116
2020-02-02:12,94117904.85953878
2020-02-02:14,94142630.72452831
2020-02-02:16,94164293.60643342
2020-02-02:18,94182857.34998688
2020-02-02:20,94200531.1245938
2020-02-02:22,94269440.24821416
2020-02-03:00,94638308.64969866
2020-02-03:02,95135769.38768344
2020-02-03:04,95305466.4691693
2020-02-03:06,95502611.29972486
2020-02-03:08,95666178.84753671
2020-02-03:10,95753432.77903564
2020-02-03:12,95862307.85217509
2020-02-03:14,95918978.24420862
2020-02-03:16,95953028.2794156
2020-02-03:18,95972966.00495283
2020-02-03:20,95991592.36822589
2020-02-03:22,96012784.31921165
2020-02-04:00,96192123.49707808
2020-02-04:02,96664567.92671646
2020-02-04:04,96887563.18983229
2020-02-04:06,97132589.01174004
2020-02-04:08,97231761.98985852
2020-02-04:10,97293464.87151045
2020-02-04:12,97355036.89009434
2020-02-04:14,97400526.5819182
2020-02-04:16,97435194.15560798
2020-02-04:18,97455412.7365173
2020-02-04:20,97474220.80115302
2020-02-04:22,97542665.0745796
2020-02-05:00,97866048.12096438
2020-02-05:02,98309346.13734278
2020-02-05:04,98527854.32177672
2020-02-05:06,98776526.43740824
2020-02-05:08,98972949.56978512
2020-02-05:10,99023901.21394126
2020-02-05:12,99084807.34156184
2020-02-05:14,99130531.04164045
2020-02-05:16,99165280.32902253
2020-02-05:18,99185612.77175052
2020-02-05:20,99204509.13533808
2020-02-05:22,99274064.93048763
2020-02-06:00,99718626.95179898
2020-02-06:02,100067996.04399893
2020-02-06:04,100309402.53018863
2020-02-06:06,100566789.08970124
2020-02-06:08,100690549.26791143
2020-02-06:10,100759589.698598
2020-02-06:12,100831469.0677542
2020-02-06:14,100911782.12421386
2020-02-06:16,100952192.45740303
2020-02-06:18,100977604.53220652
2020-02-06:20,101001241.74167976
2020-02-06:22,101073826.68829764
2020-02-07:00,101309158.09466718
2020-02-07:02,101632384.35213576
2020-02-07:04,101843522.22547168
2020-02-07:06,102145148.9076389
2020-02-07:08,102241905.977804
2020-02-07:10,102285762.18738209
2020-02-07:12,102322895.77473795
2020-02-07:14,102370657.52878667
2020-02-07:16,102408548.9864518
2020-02-07:18,102432950.69402516
2020-02-07:20,102456196.7856132
2020-02-07:22,102479914.44452552
2020-02-08:00,102507246.55230612
2020-02-08:02,102596837.7679114
2020-02-08:04,102669839.5067741
2020-02-08:06,102753867.55171646
2020-02-08:08,102796377.22289042
2020-02-08:10,102855600.24934489
2020-02-08:12,102895222.68655662
2020-02-08:14,102923190.56027256
2020-02-08:16,102949119.10348536
2020-02-08:18,102972435.04111636
2020-02-08:20,102994859.4558962
2020-02-08:22,103017705.85565393
2020-02-09:00,103042870.33009696
2020-02-09:02,103129710.87649374
2020-02-09:04,103196642.70900156
2020-02-09:06,103299595.85275158
2020-02-09:08,103357388.30849056
2020-02-09:10,103423125.7298742
2020-02-09:12,103453005.23671384
2020-02-09:14,103482776.54591194
2020-02-09:16,103509674.00089096
2020-02-09:18,103533302.08085692
2020-02-09:20,103556100.27519652
2020-02-09:22,103630077.65170226
2020-02-10:00,103869340.1909067
2020-02-10:02,104209614.2624869
2020-02-10:04,104396954.97032236
2020-02-10:06,104648534.66183177
2020-02-10:08,104799050.28647798
2020-02-10:10,105004002.06428196
2020-02-10:12,105150656.667348
2020-02-10:14,105199465.21612948
2020-02-10:16,105237160.25973529
2020-02-10:18,105260502.11647016
2020-02-10:20,105282504.92921628
2020-02-10:22,105364133.50498503
2020-02-11:00,105888917.85145144
2020-02-11:02,106336968.0653171
2020-02-11:04,106518958.89989522
2020-02-11:06,106740569.9131682
2020-02-11:08,106830558.74225628
2020-02-11:10,106910691.96137317
2020-02-11:12,106988762.81054772
2020-02-11:14,107048242.59418245
2020-02-11:16,107076897.42186844
2020-02-11:18,107100576.14360587
2020-02-11:20,107123042.30547692
2020-02-11:22,107157105.0588239
2020-02-12:00,107550277.04124744
2020-02-12:02,107975336.69274108
2020-02-12:04,108189321.981892
2020-02-12:06,108438904.88740832
2020-02-12:08,108666913.070663
2020-02-12:10,108822556.61259171
2020-02-12:12,108890638.48723796
2020-02-12:14,108927359.01078352
2020-02-12:16,108958061.69388103
2020-02-12:18,108983078.88738208
2020-02-12:20,109006717.75957808
2020-02-12:22,109086887.43050268
2020-02-13:00,109637764.92155398
2020-02-13:02,110072228.56022009
2020-02-13:04,110272341.10691825
2020-02-13:06,110481009.60462528
2020-02-13:08,110614370.22900943
2020-02-13:10,110723863.02625784
2020-02-13:12,110818785.7041012
2020-02-13:14,110854706.08823372
2020-02-13:16,110884767.36100627
2020-02-13:18,110909600.06823896
2020-02-13:20,110933027.81115045
2020-02-13:22,111011790.61795714
2020-02-14:00,111453123.2796908
2020-02-14:02,111757775.394261
2020-02-14:04,111959487.87625788
2020-02-14:06,112217925.3308962
2020-02-14:08,112353290.39502092
2020-02-14:10,112394990.2619759
2020-02-14:12,112450495.1413653
2020-02-14:14,112517057.39910898
2020-02-14:16,112545640.0056342
2020-02-14:18,112569473.94232178
2020-02-14:20,112592028.68235068
2020-02-14:22,112615274.90154189
2020-02-15:00,112641790.17132196
2020-02-15:02,112727187.92174605
2020-02-15:04,112805341.23650417
2020-02-15:06,112883406.80070756
2020-02-15:08,112955217.2766456
2020-02-15:10,113017665.79105084
2020-02-15:12,113076533.8008779
2020-02-15:14,113104189.27278563
2020-02-15:16,113129568.1023716
2020-02-15:18,113152250.14520442
2020-02-15:20,113174108.23954402
2020-02-15:22,113196401.11905596
2020-02-16:00,113227228.1601677
2020-02-16:02,113299558.31695496
2020-02-16:04,113401797.95490044
2020-02-16:06,113454542.26142555
2020-02-16:08,113534771.7207416
2020-02-16:10,113634263.45145436
2020-02-16:12,113764056.00773063
2020-02-16:14,113794640.08187892
2020-02-16:16,113821178.83358224
2020-02-16:18,113844062.03468288
2020-02-16:20,113865971.19411685
2020-02-16:22,113890415.79635789
2020-02-17:00,114074209.73977984
2020-02-17:02,114504206.95592023
2020-02-17:04,114713343.8797848
2020-02-17:06,114995009.16920064
2020-02-17:08,115191103.0184527
2020-02-17:10,115296573.962979
2020-02-17:12,115364408.20427305
2020-02-17:14,115402173.3678298
2020-02-17:16,115432693.84536764
2020-02-17:18,115456758.9152144
2020-02-17:20,115479746.11914074
2020-02-17:22,115553618.23102702
2020-02-18:00,116008722.09334104
2020-02-18:02,116301162.12225318
2020-02-18:04,116470333.13763036
2020-02-18:06,116726011.51562044
2020-02-18:08,116854700.68610889
2020-02-18:10,116944592.9567282
2020-02-18:12,117029530.97293209
2020-02-18:14,117067521.64416508
2020-02-18:16,117098285.90887684
2020-02-18:18,117122364.79751304
2020-02-18:20,117145093.07355171
2020-02-18:22,117169816.87545855
2020-02-19:00,117364533.936725
2020-02-19:02,117785982.41213296
2020-02-19:04,117978421.78136931
2020-02-19:06,118246872.90393662
2020-02-19:08,118383849.71670526
2020-02-19:10,118454937.257201
2020-02-19:12,118549373.24352276
2020-02-19:14,118617881.5309888
2020-02-19:16,118648934.80643846
2020-02-19:18,118674187.61433804
2020-02-19:20,118697777.84691986
2020-02-19:22,118814859.84876828
2020-02-20:00,119241562.42451702
2020-02-20:02,119585255.87611976
2020-02-20:04,119811142.95069765
2020-02-20:06,120160534.00527276
2020-02-20:08,120323664.07295029
2020-02-20:10,120395893.75098374
2020-02-20:12,120677066.64763476
2020-02-20:14,120763732.37931536
2020-02-20:16,120796192.5004759
2020-02-20:18,120820906.77091338
2020-02-20:20,120844255.310348
2020-02-20:22,120921844.61587852
2020-02-21:00,121384114.63469858
2020-02-21:02,121781348.34138064
2020-02-21:04,122012425.01143146
2020-02-21:06,122320058.54865524
2020-02-21:08,122440420.759799
2020-02-21:10,122524873.06322044
2020-02-21:12,122577240.86079957
2020-02-21:14,122612543.48753862
2020-02-21:16,122631554.65840924
2020-02-21:18,122253842.1517703
2020-02-21:20,122253842.1517703
2020-02-21:22,122253842.1517703
2020-02-22:00,123323004.9634338
2020-02-22:02,123323004.9634338
2020-02-22:04,123323004.9634338
2020-02-22:06,123323004.9634338
2020-02-22:08,123323004.9634338
2020-02-22:10,123323004.9634338
2020-02-22:12,123323004.9634338
2020-02-22:14,123281526.6781333
2020-02-22:16,123297932.72408009
2020-02-22:18,123321992.45652756
2020-02-22:20,123344849.64647458
2020-02-22:22,123368723.3119532
2020-02-23:00,123416034.73982142
2020-02-23:02,123518573.58751091
2020-02-23:04,123605679.01139034
2020-02-23:06,123731573.93412012
2020-02-23:08,123816577.91101938
2020-02-23:10,123906854.53193136
2020-02-23:12,124034995.97659944
2020-02-23:14,124089062.87498692
2020-02-23:16,124117558.62193401
2020-02-23:18,124141746.62966454
2020-02-23:20,124164927.82962523
2020-02-23:22,124239616.35364734
2020-02-24:00,124500545.61027253
2020-02-24:02,124832705.263522
2020-02-24:04,125049609.74470648
2020-02-24:06,125408823.309054
2020-02-24:08,125580559.9991614
2020-02-24:10,125643159.57594341
2020-02-24:12,125745037.12245809
2020-02-24:14,125835761.09541406
2020-02-24:16,125869812.7886006
2020-02-24:18,125895898.13516776
2020-02-24:20,125920376.61704668
2020-02-24:22,125996882.8099512
2020-02-25:00,126482239.02514222
2020-02-25:02,126807251.36764932
2020-02-25:04,127049741.32258908
2020-02-25:06,127384308.88938679
2020-02-25:08,127506523.01118974
2020-02-25:10,127605468.1275288
2020-02-25:12,127731575.45906708
2020-02-25:14,127789948.70119236
2020-02-25:16,127823778.65589622
2020-02-25:18,127849136.82834116
2020-02-25:20,127872814.91492404
2020-02-25:22,127926311.96574682
2020-02-26:00,128296031.40652516
2020-02-26:02,128949125.23151198
2020-02-26:04,129336731.925
2020-02-26:06,129815914.95230605
2020-02-26:08,129954830.62800056
2020-02-26:10,130006464.42231394
2020-02-26:12,130082485.43831228
2020-02-26:14,130141370.17113468
2020-02-26:16,130187736.7172039
2020-02-26:18,130216287.31878927
2020-02-26:20,130242923.57269388
2020-02-26:22,130274317.03080072
2020-02-27:00,130494688.9696803
2020-02-27:02,131004646.31599844
2020-02-27:04,131265961.70575207
2020-02-27:06,131626523.00394388
2020-02-27:08,131796367.37961216
2020-02-27:10,131880209.49059232
2020-02-27:12,131958604.52714886
2020-02-27:14,132022894.7841326
2020-02-27:16,132091405.64845388
2020-02-27:18,132122089.27629717
2020-02-27:20,132151406.94304249
2020-02-27:22,132223527.26916738
2020-02-28:00,132504628.74102464
2020-02-28:02,132906646.4624083
2020-02-28:04,133155085.7460823
2020-02-28:06,133551135.79452305
2020-02-28:08,133943913.47898321
2020-02-28:10,134012889.49483752
2020-02-28:12,134083201.40390465
2020-02-28:14,134162427.44494236
2020-02-28:16,134206924.28153828
2020-02-28:18,134232930.63553458
2020-02-28:20,134257174.17044026
2020-02-28:22,134284681.76086643
2020-02-29:00,134322938.62852466
2020-02-29:02,134421862.43046382
2020-02-29:04,134538215.57503933
2020-02-29:06,134623826.14388102
2020-02-29:08,134705745.96848792
2020-02-29:10,134755747.6806604
2020-02-29:12,134800960.59278038
2020-02-29:14,134830490.57095125
2020-02-29:16,134859240.5795859
2020-02-29:18,134884708.97755504
2020-02-29:20,134908358.24314722
2020-02-29:22,134933585.48371464
2020-03-01:00,134979337.39953905
2020-03-01:02,135076885.5246376
2020-03-01:04,135122234.25100896
2020-03-01:06,135206822.46606395
2020-03-01:08,135271483.71401992
2020-03-01:10,135372631.69319966
2020-03-01:12,135463015.53933433
2020-03-01:14,135496746.4159198
2020-03-01:16,135526619.84067088
2020-03-01:18,135551678.63045081
2020-03-01:20,135573893.53033277
2020-03-01:22,135646985.57517993
2020-03-02:00,135910783.97973007
2020-03-02:02,136323072.68168238
2020-03-02:04,136559209.91919547
2020-03-02:06,136903004.70614523
2020-03-02:08,137084415.2945362
2020-03-02:10,137243709.57061058
2020-03-02:12,137514051.16749212
2020-03-02:14,137582913.56539568
2020-03-02:16,137627022.46912995
2020-03-02:18,137656095.2565383
2020-03-02:20,137684029.2172825
2020-03-02:22,137763145.41541642
2020-03-03:00,138132015.36542192
2020-03-03:02,138739615.3379979
2020-03-03:04,139055210.0917846
2020-03-03:06,139342076.54249215
2020-03-03:08,139797390.4693396
2020-03-03:10,140030936.15786162
2020-03-03:12,140132667.59373692
2020-03-03:14,140200416.68153828
2020-03-03:16,140263231.53739515
2020-03-03:18,140290934.84202045
2020-03-03:20,140315909.8441693
2020-03-03:22,140360596.65619093
2020-03-04:00,140776390.21623427
2020-03-04:02,141335320.53393602
2020-03-04:04,141629869.73497114
2020-03-04:06,141950729.67627096
2020-03-04:08,142118423.44555822
2020-03-04:10,142232024.88031963
2020-03-04:12,142342135.38449952
2020-03-04:14,142405483.53828618
2020-03-04:16,142451730.65598792
2020-03-04:18,142478052.03018868
2020-03-04:20,142502938.99385482
2020-03-04:22,142616771.02266088
2020-03-05:00,143362506.81950992
2020-03-05:02,144078085.18901992
2020-03-05:04,144425442.39714363
2020-03-05:06,144929769.5678459
2020-03-05:08,145104766.5121724
2020-03-05:10,145234971.29126048
2020-03-05:12,145330269.3429769
2020-03-05:14,145395101.5968816
2020-03-05:16,145441303.97422692
2020-03-05:18,145468043.15953875
2020-03-05:20,145493365.60030138
2020-03-05:22,145599728.95700854
2020-03-06:00,146231364.34252995
2020-03-06:02,146747208.76924792
2020-03-06:04,147043744.4376835
2020-03-06:06,147408741.0999083
2020-03-06:08,147559241.95780918
2020-03-06:10,147749452.6462395
2020-03-06:12,147850201.87693918
2020-03-06:14,147938116.98937368
2020-03-06:16,147982648.57273328
2020-03-06:18,148007869.25505763
2020-03-06:20,148031687.54703876
2020-03-06:22,148057246.18520227
2020-03-07:00,148119254.08283544
2020-03-07:02,148264762.22869495
2020-03-07:04,148361430.86033806
2020-03-07:06,148396617.28320232
2020-03-07:08,148463718.79959384
2020-03-07:10,148493813.78254715
2020-03-07:12,148565399.15484798
2020-03-07:14,148595953.8915881
2020-03-07:16,148622676.79659328
2020-03-07:18,148645906.8662081
2020-03-07:20,148668487.15973532
2020-03-07:22,148692037.9115631
2020-03-08:00,148724115.19491613
2020-03-08:02,148804727.7413915
2020-03-08:04,148861007.619261
2020-03-08:06,148889816.94156188
2020-03-08:08,148918608.1579009
2020-03-08:10,149007458.4812893
2020-03-08:12,149187151.91356134
2020-03-08:14,149266643.30528042
2020-03-08:16,149295656.61695486
2020-03-08:18,149319385.03765717
2020-03-08:20,149342177.0865042
2020-03-08:22,149432100.4353143
2020-03-09:00,149788742.32330978
2020-03-09:02,150379976.28376573
2020-03-09:04,150673648.06736112
2020-03-09:06,151066303.57421386
2020-03-09:08,151248432.37944183
2020-03-09:10,151405657.24830976
2020-03-09:12,151568694.72717512
2020-03-09:14,151682087.65066832
2020-03-09:16,151718428.3847484
2020-03-09:18,151744140.94810006
2020-03-09:20,151767922.02216977
2020-03-09:22,151869569.9901263
2020-03-10:00,152536096.54184276
2020-03-10:02,153124638.05017036
2020-03-10:04,153418376.20162472
2020-03-10:06,153815998.5669549
2020-03-10:08,154048047.84587258
2020-03-10:10,154125528.91077045
2020-03-10:12,154239471.27648062
2020-03-10:14,154312914.48322847
2020-03-10:16,154347705.09106398
2020-03-10:18,154373218.3371593
2020-03-10:20,154397297.52265468
2020-03-10:22,154500697.57582664
2020-03-11:00,155223015.51447853
2020-03-11:02,155945157.96873686
2020-03-11:04,156255859.43299267
2020-03-11:06,156695630.30985326
2020-03-11:08,156874537.64661953
2020-03-11:10,157083374.24098533
2020-03-11:12,157261026.38312364
2020-03-11:14,157425412.4694837
2020-03-11:16,157461623.17973015
2020-03-11:18,157488102.4768868
2020-03-11:20,157513321.1997642
2020-03-11:22,157609430.7495131
2020-03-12:00,157999043.73790613
2020-03-12:02,158502342.07570755
2020-03-12:04,158788663.92388627
2020-03-12:06,159121635.61315513
2020-03-12:08,159504287.72125265
2020-03-12:10,159648034.41209382
2020-03-12:12,159760973.5816038
2020-03-12:14,159908616.44173217
2020-03-12:16,159947339.32283798
2020-03-12:18,159974555.70522797
2020-03-12:20,159999757.07750258
2020-03-12:22,160094393.42233202
2020-03-13:00,160754291.12055817
2020-03-13:02,161322115.88163114
2020-03-13:04,179525418.46137467
2020-03-13:06,179747676.51440558
2020-03-13:08,179948666.1730214
2020-03-13:10,180141527.01412246
2020-03-13:12,180333092.10422948
2020-03-13:14,180524116.43623707
2020-03-13:16,180712390.21782055
2020-03-13:18,180898658.53618792
2020-03-13:20,181084579.3741896
2020-03-13:22,181271361.59062696
2020-03-14:00,181459773.31235677
2020-03-14:02,181648337.07220048
2020-03-14:04,181836870.0760356
2020-03-14:06,182024918.45700517
2020-03-14:08,182212439.76132268
2020-03-14:10,182399598.0131548
2020-03-14:12,182586903.53675592
2020-03-14:14,182774166.92750627
2020-03-14:16,182960309.98615125
2020-03-14:18,183145319.32454765
2020-03-14:20,183330644.62376285
2020-03-14:22,183516387.2682412
2020-03-15:00,183703250.4356545
2020-03-15:02,183891200.2540107
2020-03-15:04,184078792.7981528
2020-03-15:06,184266074.2077481
2020-03-15:08,184453275.95383456
2020-03-15:10,184640710.6297456
2020-03-15:12,184828485.32308358
2020-03-15:14,185015239.30829296
2020-03-15:16,185201812.3486046
2020-03-15:18,185387386.9548666
2020-03-15:20,185572748.63346767
2020-03-15:22,185758954.53091392
2020-03-16:00,185952979.74464658
2020-03-16:02,186181628.44063082
2020-03-16:04,186392708.26880792
2020-03-16:06,186613709.19777456
2020-03-16:08,186815013.2135833
2020-03-16:10,187006057.83072245
2020-03-16:12,187196535.02031773
2020-03-16:14,187388943.6065797
2020-03-16:16,187577565.15399656
2020-03-16:18,187763015.05499545
2020-03-16:20,187948418.73140347
2020-03-16:22,188135135.0375485
2020-03-17:00,188330486.0794405
2020-03-17:02,188558973.7694
2020-03-17:04,188770464.10111517
2020-03-17:06,188987868.43389755
2020-03-17:08,189187672.43305433
2020-03-17:10,189379049.1163338
2020-03-17:12,189570168.67771265
2020-03-17:14,189761724.5546033
2020-03-17:16,189950362.02769268
2020-03-17:18,190136228.54717103
2020-03-17:20,190321717.574354
2020-03-17:22,190508471.5069172
2020-03-18:00,190703181.63814983
2020-03-18:02,190929942.41780365
2020-03-18:04,191142572.86022055
2020-03-18:06,191363283.2233392
2020-03-18:08,191565263.06318307
2020-03-18:10,191758321.55011752
2020-03-18:12,191950362.23914263
2020-03-18:14,192142847.23790467
2020-03-18:16,192332574.58388877
2020-03-18:18,192519783.49383497
2020-03-18:20,192706425.49898577
2020-03-18:22,192894237.52087048
2020-03-19:00,193090323.19835183
2020-03-19:02,193317457.65148512
2020-03-19:04,193530274.29087576
2020-03-19:06,193751552.40811715
2020-03-19:08,193953614.32367748
2020-03-19:10,194146480.86279023
2020-03-19:12,194339217.53544107
2020-03-19:14,194532366.3415568
2020-03-19:16,194722551.20610824
2020-03-19:18,194909832.90911
2020-03-19:20,195096623.45629305
2020-03-19:22,195284894.890362
2020-03-20:00,195481006.23630232
2020-03-20:02,195707307.63702333
2020-03-20:04,195917511.2296596
2020-03-20:06,196135250.0711116
2020-03-20:08,196335898.879084
2020-03-20:10,196527327.42386937
2020-03-20:12,196717391.0806284
2020-03-20:14,196907700.37070617
2020-03-20:16,197095723.4086201
2020-03-20:18,197281809.61252823
2020-03-20:20,197467345.82286924
2020-03-20:22,197653757.15208432
2020-03-21:00,197841615.61463284
2020-03-21:02,178679935.39795375
2020-03-21:04,178747179.47467238
2020-03-21:06,178814364.71251312
2020-03-21:08,178893405.33054242
2020-03-21:10,178938540.89642304
2020-03-21:12,179040297.16854957
2020-03-21:14,179086128.15294814
2020-03-21:16,179112202.91829142
2020-03-21:18,179135443.15272534
2020-03-21:20,179157825.7885351
2020-03-21:22,179181271.39640737
2020-03-22:00,179222950.26844862
2020-03-22:02,179348550.89551893
2020-03-22:04,179433122.38017556
2020-03-22:06,179491104.01086217
2020-03-22:08,179552993.6160377
2020-03-22:10,179699417.57165882
2020-03-22:12,179883297.92506552
2020-03-22:14,179940303.19706497
2020-03-22:16,179967420.45247644
2020-03-22:18,179990709.42074165
2020-03-22:20,180013243.95795333
2020-03-22:22,180103008.6213936
2020-03-23:00,180550026.91336492
2020-03-23:02,181190936.4877096
2020-03-23:04,181528657.40623692
2020-03-23:06,182028206.219772
2020-03-23:08,182281090.66717768
2020-03-23:10,169980156.3215401
2020-03-23:12,165070718.75618452
2020-03-23:14,165192163.71795067
2020-03-23:16,165225184.95318398
2020-03-23:18,165249869.46196285
2020-03-23:20,165273479.00120547
2020-03-23:22,165366737.64514372
2020-03-24:00,165830843.4332683
2020-03-24:02,166476265.06426883
2020-03-24:04,166746998.70048484
2020-03-24:06,167280556.27598268
2020-03-24:08,167812550.28121075
2020-03-24:10,168009196.348205
2020-03-24:12,168271338.41160896
2020-03-24:14,168416978.31133386
2020-03-24:16,168459795.95539835
2020-03-24:18,168484876.29164052
2020-03-24:20,168508713.56166142
2020-03-24:22,168605211.76307157
2020-03-25:00,169151528.36180207
2020-03-25:02,170104391.74013364
2020-03-25:04,170577949.61922172
2020-03-25:06,171006980.16840932
2020-03-25:08,171318230.38054246
2020-03-25:10,171504326.38827306
2020-03-25:12,171771363.92987424
2020-03-25:14,171935575.46905133
2020-03-25:16,171970848.47682124
2020-03-25:18,171997403.5105215
2020-03-25:20,172022473.74855873
2020-03-25:22,172117985.43899444
2020-03-26:00,172674605.478826
2020-03-26:02,173605601.1484146
2020-03-26:04,174023877.76950994
2020-03-26:06,174349518.97612676
2020-03-26:08,174666458.47861642
2020-03-26:10,174976824.3492138
2020-03-26:12,175316810.10175577
2020-03-26:14,175486452.6975498
2020-03-26:16,175542761.02253672
2020-03-26:18,175569209.22334903
2020-03-26:20,175594150.61238205
2020-03-26:22,175692233.66239652
2020-03-27:00,176292928.87835428
2020-03-27:02,177259213.77515724
2020-03-27:04,177532077.20712787
2020-03-27:06,177878803.75631553
2020-03-27:08,178031399.03131542
2020-03-27:10,178167194.1150026
2020-03-27:12,178284667.88240305
2020-03-27:14,178353726.98003143
2020-03-27:16,178386935.98484018
2020-03-27:18,178414311.80078614
2020-03-27:20,178440664.7018868
2020-03-27:22,178469040.3213622
2020-03-28:00,178517598.32165405
2020-03-28:02,178701655.64284587
2020-03-28:04,178798031.2968554
2020-03-28:06,178922385.70989248
2020-03-28:08,178998923.42689994
2020-03-28:10,179064921.52775156
2020-03-28:12,179154708.7484146
2020-03-28:14,179185910.43629453
2020-03-28:16,179214522.67358488
2020-03-28:18,179240175.80535904
2020-03-28:20,179265117.7500262
2020-03-28:22,179291153.4143306
2020-03-29:00,179343520.74728382
2020-03-29:02,179412225.98839095
2020-03-29:04,179474400.18618977
2020-03-29:06,179508980.11298478
